"Year","Canton","Sex","Age","Emigration of the permanent resident population"
"2016","Schaffhausen","Female","77 years",1
"2016","Schaffhausen","Female","78 years",1
"2016","Schaffhausen","Female","79 years",1
"2016","Schaffhausen","Female","80 years",0
"2016","Schaffhausen","Female","81 years",0
"2016","Schaffhausen","Female","82 years",3
"2016","Schaffhausen","Female","83 years",0
"2016","Schaffhausen","Female","84 years",0
"2016","Schaffhausen","Female","85 years",0
"2016","Schaffhausen","Female","86 years",0
"2016","Schaffhausen","Female","87 years",0
"2016","Schaffhausen","Female","88 years",0
"2016","Schaffhausen","Female","89 years",0
"2016","Schaffhausen","Female","90 years",0
"2016","Schaffhausen","Female","91 years",0
"2016","Schaffhausen","Female","92 years",0
"2016","Schaffhausen","Female","93 years",0
"2016","Schaffhausen","Female","94 years",0
"2016","Schaffhausen","Female","95 years",0
"2016","Schaffhausen","Female","96 years",0
"2016","Schaffhausen","Female","97 years",0
"2016","Schaffhausen","Female","98 years",0
"2016","Schaffhausen","Female","99 years",0
"2016","Schaffhausen","Female","100 years or older",0
"2016","Appenzell Ausserrhoden","Male","0 years",1
"2016","Appenzell Ausserrhoden","Male","1 year",4
"2016","Appenzell Ausserrhoden","Male","2 years",3
"2016","Appenzell Ausserrhoden","Male","3 years",1
"2016","Appenzell Ausserrhoden","Male","4 years",2
"2016","Appenzell Ausserrhoden","Male","5 years",1
"2016","Appenzell Ausserrhoden","Male","6 years",2
"2016","Appenzell Ausserrhoden","Male","7 years",2
"2016","Appenzell Ausserrhoden","Male","8 years",2
"2016","Appenzell Ausserrhoden","Male","9 years",1
"2016","Appenzell Ausserrhoden","Male","10 years",0
"2016","Appenzell Ausserrhoden","Male","11 years",2
"2016","Appenzell Ausserrhoden","Male","12 years",2
"2016","Appenzell Ausserrhoden","Male","13 years",1
"2016","Appenzell Ausserrhoden","Male","14 years",2
"2016","Appenzell Ausserrhoden","Male","15 years",0
"2016","Appenzell Ausserrhoden","Male","16 years",2
"2016","Appenzell Ausserrhoden","Male","17 years",1
"2016","Appenzell Ausserrhoden","Male","18 years",0
"2016","Appenzell Ausserrhoden","Male","19 years",6
"2016","Appenzell Ausserrhoden","Male","20 years",4
"2016","Appenzell Ausserrhoden","Male","21 years",4
"2016","Appenzell Ausserrhoden","Male","22 years",5
"2016","Appenzell Ausserrhoden","Male","23 years",3
"2016","Appenzell Ausserrhoden","Male","24 years",3
"2016","Appenzell Ausserrhoden","Male","25 years",5
"2016","Appenzell Ausserrhoden","Male","26 years",6
"2016","Appenzell Ausserrhoden","Male","27 years",7
"2016","Appenzell Ausserrhoden","Male","28 years",7
"2016","Appenzell Ausserrhoden","Male","29 years",6
"2016","Appenzell Ausserrhoden","Male","30 years",8
"2016","Appenzell Ausserrhoden","Male","31 years",1
"2016","Appenzell Ausserrhoden","Male","32 years",2
"2016","Appenzell Ausserrhoden","Male","33 years",3
"2016","Appenzell Ausserrhoden","Male","34 years",4
"2016","Appenzell Ausserrhoden","Male","35 years",4
"2016","Appenzell Ausserrhoden","Male","36 years",3
"2016","Appenzell Ausserrhoden","Male","37 years",3
"2016","Appenzell Ausserrhoden","Male","38 years",4
"2016","Appenzell Ausserrhoden","Male","39 years",4
"2016","Appenzell Ausserrhoden","Male","40 years",2
"2016","Appenzell Ausserrhoden","Male","41 years",2
"2016","Appenzell Ausserrhoden","Male","42 years",2
"2016","Appenzell Ausserrhoden","Male","43 years",1
"2016","Appenzell Ausserrhoden","Male","44 years",4
"2016","Appenzell Ausserrhoden","Male","45 years",1
"2016","Appenzell Ausserrhoden","Male","46 years",4
"2016","Appenzell Ausserrhoden","Male","47 years",5
"2016","Appenzell Ausserrhoden","Male","48 years",4
"2016","Appenzell Ausserrhoden","Male","49 years",4
"2016","Appenzell Ausserrhoden","Male","50 years",4
"2016","Appenzell Ausserrhoden","Male","51 years",5
"2016","Appenzell Ausserrhoden","Male","52 years",0
"2016","Appenzell Ausserrhoden","Male","53 years",4
"2016","Appenzell Ausserrhoden","Male","54 years",3
"2016","Appenzell Ausserrhoden","Male","55 years",3
"2016","Appenzell Ausserrhoden","Male","56 years",4
"2016","Appenzell Ausserrhoden","Male","57 years",1
"2016","Appenzell Ausserrhoden","Male","58 years",4
"2016","Appenzell Ausserrhoden","Male","59 years",2
"2016","Appenzell Ausserrhoden","Male","60 years",3
"2016","Appenzell Ausserrhoden","Male","61 years",1
"2016","Appenzell Ausserrhoden","Male","62 years",5
"2016","Appenzell Ausserrhoden","Male","63 years",3
"2016","Appenzell Ausserrhoden","Male","64 years",4
"2016","Appenzell Ausserrhoden","Male","65 years",4
"2016","Appenzell Ausserrhoden","Male","66 years",2
"2016","Appenzell Ausserrhoden","Male","67 years",3
"2016","Appenzell Ausserrhoden","Male","68 years",3
"2016","Appenzell Ausserrhoden","Male","69 years",2
"2016","Appenzell Ausserrhoden","Male","70 years",1
"2016","Appenzell Ausserrhoden","Male","71 years",1
"2016","Appenzell Ausserrhoden","Male","72 years",1
"2016","Appenzell Ausserrhoden","Male","73 years",2
"2016","Appenzell Ausserrhoden","Male","74 years",1
"2016","Appenzell Ausserrhoden","Male","75 years",3
"2016","Appenzell Ausserrhoden","Male","76 years",0
"2016","Appenzell Ausserrhoden","Male","77 years",0
"2016","Appenzell Ausserrhoden","Male","78 years",0
"2016","Appenzell Ausserrhoden","Male","79 years",0
"2016","Appenzell Ausserrhoden","Male","80 years",1
"2016","Appenzell Ausserrhoden","Male","81 years",0
"2016","Appenzell Ausserrhoden","Male","82 years",0
"2016","Appenzell Ausserrhoden","Male","83 years",0
"2016","Appenzell Ausserrhoden","Male","84 years",0
"2016","Appenzell Ausserrhoden","Male","85 years",0
"2016","Appenzell Ausserrhoden","Male","86 years",0
"2016","Appenzell Ausserrhoden","Male","87 years",0
"2016","Appenzell Ausserrhoden","Male","88 years",0
"2016","Appenzell Ausserrhoden","Male","89 years",0
"2016","Appenzell Ausserrhoden","Male","90 years",0
"2016","Appenzell Ausserrhoden","Male","91 years",0
"2016","Appenzell Ausserrhoden","Male","92 years",0
"2016","Appenzell Ausserrhoden","Male","93 years",0
"2016","Appenzell Ausserrhoden","Male","94 years",0
"2016","Appenzell Ausserrhoden","Male","95 years",0
"2016","Appenzell Ausserrhoden","Male","96 years",0
"2016","Appenzell Ausserrhoden","Male","97 years",0
"2016","Appenzell Ausserrhoden","Male","98 years",0
"2016","Appenzell Ausserrhoden","Male","99 years",0
"2016","Appenzell Ausserrhoden","Male","100 years or older",0
"2016","Appenzell Ausserrhoden","Female","0 years",1
"2016","Appenzell Ausserrhoden","Female","1 year",4
"2016","Appenzell Ausserrhoden","Female","2 years",2
"2016","Appenzell Ausserrhoden","Female","3 years",1
"2016","Appenzell Ausserrhoden","Female","4 years",1
"2016","Appenzell Ausserrhoden","Female","5 years",0
"2016","Appenzell Ausserrhoden","Female","6 years",2
"2016","Appenzell Ausserrhoden","Female","7 years",0
"2016","Appenzell Ausserrhoden","Female","8 years",0
"2016","Appenzell Ausserrhoden","Female","9 years",1
"2016","Appenzell Ausserrhoden","Female","10 years",2
"2016","Appenzell Ausserrhoden","Female","11 years",1
"2016","Appenzell Ausserrhoden","Female","12 years",0
"2016","Appenzell Ausserrhoden","Female","13 years",0
"2016","Appenzell Ausserrhoden","Female","14 years",1
"2016","Appenzell Ausserrhoden","Female","15 years",0
"2016","Appenzell Ausserrhoden","Female","16 years",1
"2016","Appenzell Ausserrhoden","Female","17 years",1
"2016","Appenzell Ausserrhoden","Female","18 years",2
"2016","Appenzell Ausserrhoden","Female","19 years",2
"2016","Appenzell Ausserrhoden","Female","20 years",1
"2016","Appenzell Ausserrhoden","Female","21 years",1
"2016","Appenzell Ausserrhoden","Female","22 years",5
"2016","Appenzell Ausserrhoden","Female","23 years",4
"2016","Appenzell Ausserrhoden","Female","24 years",2
"2016","Appenzell Ausserrhoden","Female","25 years",2
"2016","Appenzell Ausserrhoden","Female","26 years",8
"2016","Appenzell Ausserrhoden","Female","27 years",5
"2016","Appenzell Ausserrhoden","Female","28 years",2
"2016","Appenzell Ausserrhoden","Female","29 years",3
"2016","Appenzell Ausserrhoden","Female","30 years",2
"2016","Appenzell Ausserrhoden","Female","31 years",5
"2016","Appenzell Ausserrhoden","Female","32 years",4
"2016","Appenzell Ausserrhoden","Female","33 years",5
"2016","Appenzell Ausserrhoden","Female","34 years",6
"2016","Appenzell Ausserrhoden","Female","35 years",3
"2016","Appenzell Ausserrhoden","Female","36 years",2
"2016","Appenzell Ausserrhoden","Female","37 years",0
"2016","Appenzell Ausserrhoden","Female","38 years",1
"2016","Appenzell Ausserrhoden","Female","39 years",1
"2016","Appenzell Ausserrhoden","Female","40 years",5
"2016","Appenzell Ausserrhoden","Female","41 years",3
"2016","Appenzell Ausserrhoden","Female","42 years",3
"2016","Appenzell Ausserrhoden","Female","43 years",3
"2016","Appenzell Ausserrhoden","Female","44 years",1
"2016","Appenzell Ausserrhoden","Female","45 years",3
"2016","Appenzell Ausserrhoden","Female","46 years",3
"2016","Appenzell Ausserrhoden","Female","47 years",1
"2016","Appenzell Ausserrhoden","Female","48 years",3
"2016","Appenzell Ausserrhoden","Female","49 years",1
"2016","Appenzell Ausserrhoden","Female","50 years",2
"2016","Appenzell Ausserrhoden","Female","51 years",1
"2016","Appenzell Ausserrhoden","Female","52 years",2
"2016","Appenzell Ausserrhoden","Female","53 years",1
"2016","Appenzell Ausserrhoden","Female","54 years",4
"2016","Appenzell Ausserrhoden","Female","55 years",1
"2016","Appenzell Ausserrhoden","Female","56 years",1
"2016","Appenzell Ausserrhoden","Female","57 years",3
"2016","Appenzell Ausserrhoden","Female","58 years",2
"2016","Appenzell Ausserrhoden","Female","59 years",1
"2016","Appenzell Ausserrhoden","Female","60 years",5
"2016","Appenzell Ausserrhoden","Female","61 years",0
"2016","Appenzell Ausserrhoden","Female","62 years",0
"2016","Appenzell Ausserrhoden","Female","63 years",4
"2016","Appenzell Ausserrhoden","Female","64 years",1
"2016","Appenzell Ausserrhoden","Female","65 years",1
"2016","Appenzell Ausserrhoden","Female","66 years",4
"2016","Appenzell Ausserrhoden","Female","67 years",4
"2016","Appenzell Ausserrhoden","Female","68 years",1
"2016","Appenzell Ausserrhoden","Female","69 years",0
"2016","Appenzell Ausserrhoden","Female","70 years",0
"2016","Appenzell Ausserrhoden","Female","71 years",0
"2016","Appenzell Ausserrhoden","Female","72 years",2
"2016","Appenzell Ausserrhoden","Female","73 years",2
"2016","Appenzell Ausserrhoden","Female","74 years",0
"2016","Appenzell Ausserrhoden","Female","75 years",0
"2016","Appenzell Ausserrhoden","Female","76 years",1
"2016","Appenzell Ausserrhoden","Female","77 years",0
"2016","Appenzell Ausserrhoden","Female","78 years",1
"2016","Appenzell Ausserrhoden","Female","79 years",0
"2016","Appenzell Ausserrhoden","Female","80 years",0
"2016","Appenzell Ausserrhoden","Female","81 years",0
"2016","Appenzell Ausserrhoden","Female","82 years",0
"2016","Appenzell Ausserrhoden","Female","83 years",0
"2016","Appenzell Ausserrhoden","Female","84 years",0
"2016","Appenzell Ausserrhoden","Female","85 years",0
"2016","Appenzell Ausserrhoden","Female","86 years",0
"2016","Appenzell Ausserrhoden","Female","87 years",0
"2016","Appenzell Ausserrhoden","Female","88 years",0
"2016","Appenzell Ausserrhoden","Female","89 years",0
"2016","Appenzell Ausserrhoden","Female","90 years",1
"2016","Appenzell Ausserrhoden","Female","91 years",0
"2016","Appenzell Ausserrhoden","Female","92 years",0
"2016","Appenzell Ausserrhoden","Female","93 years",0
"2016","Appenzell Ausserrhoden","Female","94 years",0
"2016","Appenzell Ausserrhoden","Female","95 years",0
"2016","Appenzell Ausserrhoden","Female","96 years",0
"2016","Appenzell Ausserrhoden","Female","97 years",0
"2016","Appenzell Ausserrhoden","Female","98 years",0
"2016","Appenzell Ausserrhoden","Female","99 years",0
"2016","Appenzell Ausserrhoden","Female","100 years or older",0
"2016","Appenzell Innerrhoden","Male","0 years",0
"2016","Appenzell Innerrhoden","Male","1 year",1
"2016","Appenzell Innerrhoden","Male","2 years",0
"2016","Appenzell Innerrhoden","Male","3 years",1
"2016","Appenzell Innerrhoden","Male","4 years",0
"2016","Appenzell Innerrhoden","Male","5 years",0
"2016","Appenzell Innerrhoden","Male","6 years",0
"2016","Appenzell Innerrhoden","Male","7 years",1
"2016","Appenzell Innerrhoden","Male","8 years",0
"2016","Appenzell Innerrhoden","Male","9 years",0
"2016","Appenzell Innerrhoden","Male","10 years",0
"2016","Appenzell Innerrhoden","Male","11 years",0
"2016","Appenzell Innerrhoden","Male","12 years",0
"2016","Appenzell Innerrhoden","Male","13 years",0
"2016","Appenzell Innerrhoden","Male","14 years",0
"2016","Appenzell Innerrhoden","Male","15 years",0
"2016","Appenzell Innerrhoden","Male","16 years",0
"2016","Appenzell Innerrhoden","Male","17 years",0
"2016","Appenzell Innerrhoden","Male","18 years",1
"2016","Appenzell Innerrhoden","Male","19 years",0
"2016","Appenzell Innerrhoden","Male","20 years",1
"2016","Appenzell Innerrhoden","Male","21 years",1
"2016","Appenzell Innerrhoden","Male","22 years",1
"2016","Appenzell Innerrhoden","Male","23 years",0
"2016","Appenzell Innerrhoden","Male","24 years",0
"2016","Appenzell Innerrhoden","Male","25 years",3
"2016","Appenzell Innerrhoden","Male","26 years",0
"2016","Appenzell Innerrhoden","Male","27 years",3
"2016","Appenzell Innerrhoden","Male","28 years",3
"2016","Appenzell Innerrhoden","Male","29 years",2
"2016","Appenzell Innerrhoden","Male","30 years",0
"2016","Appenzell Innerrhoden","Male","31 years",3
"2016","Appenzell Innerrhoden","Male","32 years",1
"2016","Appenzell Innerrhoden","Male","33 years",1
"2016","Appenzell Innerrhoden","Male","34 years",1
"2016","Appenzell Innerrhoden","Male","35 years",0
"2016","Appenzell Innerrhoden","Male","36 years",0
"2016","Appenzell Innerrhoden","Male","37 years",1
"2016","Appenzell Innerrhoden","Male","38 years",2
"2016","Appenzell Innerrhoden","Male","39 years",0
"2016","Appenzell Innerrhoden","Male","40 years",0
"2016","Appenzell Innerrhoden","Male","41 years",0
"2016","Appenzell Innerrhoden","Male","42 years",0
"2016","Appenzell Innerrhoden","Male","43 years",2
"2016","Appenzell Innerrhoden","Male","44 years",1
"2016","Appenzell Innerrhoden","Male","45 years",0
"2016","Appenzell Innerrhoden","Male","46 years",0
"2016","Appenzell Innerrhoden","Male","47 years",1
"2016","Appenzell Innerrhoden","Male","48 years",1
"2016","Appenzell Innerrhoden","Male","49 years",0
"2016","Appenzell Innerrhoden","Male","50 years",1
"2016","Appenzell Innerrhoden","Male","51 years",0
"2016","Appenzell Innerrhoden","Male","52 years",2
"2016","Appenzell Innerrhoden","Male","53 years",1
"2016","Appenzell Innerrhoden","Male","54 years",0
"2016","Appenzell Innerrhoden","Male","55 years",0
"2016","Appenzell Innerrhoden","Male","56 years",0
"2016","Appenzell Innerrhoden","Male","57 years",1
"2016","Appenzell Innerrhoden","Male","58 years",1
"2016","Appenzell Innerrhoden","Male","59 years",0
"2016","Appenzell Innerrhoden","Male","60 years",1
"2016","Appenzell Innerrhoden","Male","61 years",2
"2016","Appenzell Innerrhoden","Male","62 years",0
"2016","Appenzell Innerrhoden","Male","63 years",1
"2016","Appenzell Innerrhoden","Male","64 years",2
"2016","Appenzell Innerrhoden","Male","65 years",2
"2016","Appenzell Innerrhoden","Male","66 years",0
"2016","Appenzell Innerrhoden","Male","67 years",0
"2016","Appenzell Innerrhoden","Male","68 years",2
"2016","Appenzell Innerrhoden","Male","69 years",1
"2016","Appenzell Innerrhoden","Male","70 years",0
"2016","Appenzell Innerrhoden","Male","71 years",0
"2016","Appenzell Innerrhoden","Male","72 years",0
"2016","Appenzell Innerrhoden","Male","73 years",0
"2016","Appenzell Innerrhoden","Male","74 years",1
"2016","Appenzell Innerrhoden","Male","75 years",0
"2016","Appenzell Innerrhoden","Male","76 years",0
"2016","Appenzell Innerrhoden","Male","77 years",0
"2016","Appenzell Innerrhoden","Male","78 years",0
"2016","Appenzell Innerrhoden","Male","79 years",0
"2016","Appenzell Innerrhoden","Male","80 years",0
"2016","Appenzell Innerrhoden","Male","81 years",0
"2016","Appenzell Innerrhoden","Male","82 years",0
"2016","Appenzell Innerrhoden","Male","83 years",0
"2016","Appenzell Innerrhoden","Male","84 years",0
"2016","Appenzell Innerrhoden","Male","85 years",1
"2016","Appenzell Innerrhoden","Male","86 years",0
"2016","Appenzell Innerrhoden","Male","87 years",0
"2016","Appenzell Innerrhoden","Male","88 years",0
"2016","Appenzell Innerrhoden","Male","89 years",0
"2016","Appenzell Innerrhoden","Male","90 years",0
"2016","Appenzell Innerrhoden","Male","91 years",0
"2016","Appenzell Innerrhoden","Male","92 years",0
"2016","Appenzell Innerrhoden","Male","93 years",0
"2016","Appenzell Innerrhoden","Male","94 years",0
"2016","Appenzell Innerrhoden","Male","95 years",0
"2016","Appenzell Innerrhoden","Male","96 years",0
"2016","Appenzell Innerrhoden","Male","97 years",0
"2016","Appenzell Innerrhoden","Male","98 years",0
"2016","Appenzell Innerrhoden","Male","99 years",0
"2016","Appenzell Innerrhoden","Male","100 years or older",0
"2016","Appenzell Innerrhoden","Female","0 years",0
"2016","Appenzell Innerrhoden","Female","1 year",0
"2016","Appenzell Innerrhoden","Female","2 years",0
"2016","Appenzell Innerrhoden","Female","3 years",1
"2016","Appenzell Innerrhoden","Female","4 years",1
"2016","Appenzell Innerrhoden","Female","5 years",0
"2016","Appenzell Innerrhoden","Female","6 years",0
"2016","Appenzell Innerrhoden","Female","7 years",0
"2016","Appenzell Innerrhoden","Female","8 years",0
"2016","Appenzell Innerrhoden","Female","9 years",0
"2016","Appenzell Innerrhoden","Female","10 years",0
"2016","Appenzell Innerrhoden","Female","11 years",0
"2016","Appenzell Innerrhoden","Female","12 years",0
"2016","Appenzell Innerrhoden","Female","13 years",0
"2016","Appenzell Innerrhoden","Female","14 years",0
"2016","Appenzell Innerrhoden","Female","15 years",0
"2016","Appenzell Innerrhoden","Female","16 years",0
"2016","Appenzell Innerrhoden","Female","17 years",0
"2016","Appenzell Innerrhoden","Female","18 years",0
"2016","Appenzell Innerrhoden","Female","19 years",0
"2016","Appenzell Innerrhoden","Female","20 years",1
"2016","Appenzell Innerrhoden","Female","21 years",0
"2016","Appenzell Innerrhoden","Female","22 years",1
"2016","Appenzell Innerrhoden","Female","23 years",4
"2016","Appenzell Innerrhoden","Female","24 years",0
"2016","Appenzell Innerrhoden","Female","25 years",2
"2016","Appenzell Innerrhoden","Female","26 years",2
"2016","Appenzell Innerrhoden","Female","27 years",2
"2016","Appenzell Innerrhoden","Female","28 years",1
"2016","Appenzell Innerrhoden","Female","29 years",2
"2016","Appenzell Innerrhoden","Female","30 years",1
"2016","Appenzell Innerrhoden","Female","31 years",1
"2016","Appenzell Innerrhoden","Female","32 years",2
"2016","Appenzell Innerrhoden","Female","33 years",2
"2016","Appenzell Innerrhoden","Female","34 years",1
"2016","Appenzell Innerrhoden","Female","35 years",1
"2016","Appenzell Innerrhoden","Female","36 years",1
"2016","Appenzell Innerrhoden","Female","37 years",0
"2016","Appenzell Innerrhoden","Female","38 years",2
"2016","Appenzell Innerrhoden","Female","39 years",0
"2016","Appenzell Innerrhoden","Female","40 years",1
"2016","Appenzell Innerrhoden","Female","41 years",0
"2016","Appenzell Innerrhoden","Female","42 years",0
"2016","Appenzell Innerrhoden","Female","43 years",1
"2016","Appenzell Innerrhoden","Female","44 years",0
"2016","Appenzell Innerrhoden","Female","45 years",1
"2016","Appenzell Innerrhoden","Female","46 years",0
"2016","Appenzell Innerrhoden","Female","47 years",0
"2016","Appenzell Innerrhoden","Female","48 years",0
"2016","Appenzell Innerrhoden","Female","49 years",0
"2016","Appenzell Innerrhoden","Female","50 years",0
"2016","Appenzell Innerrhoden","Female","51 years",0
"2016","Appenzell Innerrhoden","Female","52 years",0
"2016","Appenzell Innerrhoden","Female","53 years",0
"2016","Appenzell Innerrhoden","Female","54 years",0
"2016","Appenzell Innerrhoden","Female","55 years",0
"2016","Appenzell Innerrhoden","Female","56 years",1
"2016","Appenzell Innerrhoden","Female","57 years",1
"2016","Appenzell Innerrhoden","Female","58 years",2
"2016","Appenzell Innerrhoden","Female","59 years",1
"2016","Appenzell Innerrhoden","Female","60 years",1
"2016","Appenzell Innerrhoden","Female","61 years",1
"2016","Appenzell Innerrhoden","Female","62 years",1
"2016","Appenzell Innerrhoden","Female","63 years",0
"2016","Appenzell Innerrhoden","Female","64 years",3
"2016","Appenzell Innerrhoden","Female","65 years",2
"2016","Appenzell Innerrhoden","Female","66 years",0
"2016","Appenzell Innerrhoden","Female","67 years",0
"2016","Appenzell Innerrhoden","Female","68 years",0
"2016","Appenzell Innerrhoden","Female","69 years",1
"2016","Appenzell Innerrhoden","Female","70 years",0
"2016","Appenzell Innerrhoden","Female","71 years",0
"2016","Appenzell Innerrhoden","Female","72 years",0
"2016","Appenzell Innerrhoden","Female","73 years",0
"2016","Appenzell Innerrhoden","Female","74 years",1
"2016","Appenzell Innerrhoden","Female","75 years",0
"2016","Appenzell Innerrhoden","Female","76 years",0
"2016","Appenzell Innerrhoden","Female","77 years",0
"2016","Appenzell Innerrhoden","Female","78 years",0
"2016","Appenzell Innerrhoden","Female","79 years",0
"2016","Appenzell Innerrhoden","Female","80 years",0
"2016","Appenzell Innerrhoden","Female","81 years",0
"2016","Appenzell Innerrhoden","Female","82 years",0
"2016","Appenzell Innerrhoden","Female","83 years",0
"2016","Appenzell Innerrhoden","Female","84 years",0
"2016","Appenzell Innerrhoden","Female","85 years",0
"2016","Appenzell Innerrhoden","Female","86 years",0
"2016","Appenzell Innerrhoden","Female","87 years",0
"2016","Appenzell Innerrhoden","Female","88 years",0
"2016","Appenzell Innerrhoden","Female","89 years",0
"2016","Appenzell Innerrhoden","Female","90 years",0
"2016","Appenzell Innerrhoden","Female","91 years",0
"2016","Appenzell Innerrhoden","Female","92 years",0
"2016","Appenzell Innerrhoden","Female","93 years",0
"2016","Appenzell Innerrhoden","Female","94 years",0
"2016","Appenzell Innerrhoden","Female","95 years",0
"2016","Appenzell Innerrhoden","Female","96 years",0
"2016","Appenzell Innerrhoden","Female","97 years",0
"2016","Appenzell Innerrhoden","Female","98 years",0
"2016","Appenzell Innerrhoden","Female","99 years",0
"2016","Appenzell Innerrhoden","Female","100 years or older",0
"2016","St. Gallen","Male","0 years",17
"2016","St. Gallen","Male","1 year",25
"2016","St. Gallen","Male","2 years",30
"2016","St. Gallen","Male","3 years",32
"2016","St. Gallen","Male","4 years",28
"2016","St. Gallen","Male","5 years",24
"2016","St. Gallen","Male","6 years",27
"2016","St. Gallen","Male","7 years",19
"2016","St. Gallen","Male","8 years",20
"2016","St. Gallen","Male","9 years",12
"2016","St. Gallen","Male","10 years",16
"2016","St. Gallen","Male","11 years",14
"2016","St. Gallen","Male","12 years",16
"2016","St. Gallen","Male","13 years",10
"2016","St. Gallen","Male","14 years",15
"2016","St. Gallen","Male","15 years",11
"2016","St. Gallen","Male","16 years",11
"2016","St. Gallen","Male","17 years",19
"2016","St. Gallen","Male","18 years",26
"2016","St. Gallen","Male","19 years",38
"2016","St. Gallen","Male","20 years",54
"2016","St. Gallen","Male","21 years",86
"2016","St. Gallen","Male","22 years",78
"2016","St. Gallen","Male","23 years",85
"2016","St. Gallen","Male","24 years",108
"2016","St. Gallen","Male","25 years",137
"2016","St. Gallen","Male","26 years",122
"2016","St. Gallen","Male","27 years",94
"2016","St. Gallen","Male","28 years",90
"2016","St. Gallen","Male","29 years",89
"2016","St. Gallen","Male","30 years",96
"2016","St. Gallen","Male","31 years",85
"2016","St. Gallen","Male","32 years",82
"2016","St. Gallen","Male","33 years",98
"2016","St. Gallen","Male","34 years",77
"2016","St. Gallen","Male","35 years",76
"2016","St. Gallen","Male","36 years",74
"2016","St. Gallen","Male","37 years",62
"2016","St. Gallen","Male","38 years",52
"2016","St. Gallen","Male","39 years",64
"2016","St. Gallen","Male","40 years",52
"2016","St. Gallen","Male","41 years",63
"2016","St. Gallen","Male","42 years",49
"2016","St. Gallen","Male","43 years",44
"2016","St. Gallen","Male","44 years",46
"2016","St. Gallen","Male","45 years",49
"2016","St. Gallen","Male","46 years",59
"2016","St. Gallen","Male","47 years",55
"2016","St. Gallen","Male","48 years",50
"2016","St. Gallen","Male","49 years",52
"2016","St. Gallen","Male","50 years",61
"2016","St. Gallen","Male","51 years",43
"2016","St. Gallen","Male","52 years",44
"2016","St. Gallen","Male","53 years",37
"2016","St. Gallen","Male","54 years",41
"2016","St. Gallen","Male","55 years",32
"2016","St. Gallen","Male","56 years",35
"2016","St. Gallen","Male","57 years",34
"2016","St. Gallen","Male","58 years",35
"2016","St. Gallen","Male","59 years",37
"2016","St. Gallen","Male","60 years",27
"2016","St. Gallen","Male","61 years",25
"2016","St. Gallen","Male","62 years",28
"2016","St. Gallen","Male","63 years",29
"2016","St. Gallen","Male","64 years",27
"2016","St. Gallen","Male","65 years",44
"2016","St. Gallen","Male","66 years",27
"2016","St. Gallen","Male","67 years",16
"2016","St. Gallen","Male","68 years",12
"2016","St. Gallen","Male","69 years",11
"2016","St. Gallen","Male","70 years",9
"2016","St. Gallen","Male","71 years",7
"2016","St. Gallen","Male","72 years",8
"2016","St. Gallen","Male","73 years",4
"2016","St. Gallen","Male","74 years",8
"2016","St. Gallen","Male","75 years",2
"2016","St. Gallen","Male","76 years",7
"2016","St. Gallen","Male","77 years",9
"2016","St. Gallen","Male","78 years",4
"2016","St. Gallen","Male","79 years",2
"2016","St. Gallen","Male","80 years",2
"2016","St. Gallen","Male","81 years",3
"2016","St. Gallen","Male","82 years",1
"2016","St. Gallen","Male","83 years",3
"2016","St. Gallen","Male","84 years",1
"2016","St. Gallen","Male","85 years",0
"2016","St. Gallen","Male","86 years",1
"2016","St. Gallen","Male","87 years",0
"2016","St. Gallen","Male","88 years",1
"2016","St. Gallen","Male","89 years",2
"2016","St. Gallen","Male","90 years",1
"2016","St. Gallen","Male","91 years",0
"2016","St. Gallen","Male","92 years",0
"2016","St. Gallen","Male","93 years",0
"2016","St. Gallen","Male","94 years",0
"2016","St. Gallen","Male","95 years",0
"2016","St. Gallen","Male","96 years",0
"2016","St. Gallen","Male","97 years",0
"2016","St. Gallen","Male","98 years",0
"2016","St. Gallen","Male","99 years",0
"2016","St. Gallen","Male","100 years or older",0
"2016","St. Gallen","Female","0 years",20
"2016","St. Gallen","Female","1 year",29
"2016","St. Gallen","Female","2 years",22
"2016","St. Gallen","Female","3 years",31
"2016","St. Gallen","Female","4 years",27
"2016","St. Gallen","Female","5 years",31
"2016","St. Gallen","Female","6 years",23
"2016","St. Gallen","Female","7 years",19
"2016","St. Gallen","Female","8 years",15
"2016","St. Gallen","Female","9 years",11
"2016","St. Gallen","Female","10 years",14
"2016","St. Gallen","Female","11 years",22
"2016","St. Gallen","Female","12 years",13
"2016","St. Gallen","Female","13 years",12
"2016","St. Gallen","Female","14 years",13
"2016","St. Gallen","Female","15 years",7
"2016","St. Gallen","Female","16 years",10
"2016","St. Gallen","Female","17 years",12
"2016","St. Gallen","Female","18 years",25
"2016","St. Gallen","Female","19 years",29
"2016","St. Gallen","Female","20 years",40
"2016","St. Gallen","Female","21 years",37
"2016","St. Gallen","Female","22 years",45
"2016","St. Gallen","Female","23 years",51
"2016","St. Gallen","Female","24 years",73
"2016","St. Gallen","Female","25 years",67
"2016","St. Gallen","Female","26 years",78
"2016","St. Gallen","Female","27 years",72
"2016","St. Gallen","Female","28 years",80
"2016","St. Gallen","Female","29 years",55
"2016","St. Gallen","Female","30 years",65
"2016","St. Gallen","Female","31 years",70
"2016","St. Gallen","Female","32 years",71
"2016","St. Gallen","Female","33 years",52
"2016","St. Gallen","Female","34 years",59
"2016","St. Gallen","Female","35 years",54
