"Year","Canton","Sex","Age","Emigration of the permanent resident population"
"2014","Valais / Wallis","Male","12 years",10
"2014","Valais / Wallis","Male","13 years",10
"2014","Valais / Wallis","Male","14 years",12
"2014","Valais / Wallis","Male","15 years",7
"2014","Valais / Wallis","Male","16 years",6
"2014","Valais / Wallis","Male","17 years",12
"2014","Valais / Wallis","Male","18 years",14
"2014","Valais / Wallis","Male","19 years",25
"2014","Valais / Wallis","Male","20 years",55
"2014","Valais / Wallis","Male","21 years",82
"2014","Valais / Wallis","Male","22 years",87
"2014","Valais / Wallis","Male","23 years",96
"2014","Valais / Wallis","Male","24 years",105
"2014","Valais / Wallis","Male","25 years",96
"2014","Valais / Wallis","Male","26 years",67
"2014","Valais / Wallis","Male","27 years",67
"2014","Valais / Wallis","Male","28 years",74
"2014","Valais / Wallis","Male","29 years",51
"2014","Valais / Wallis","Male","30 years",65
"2014","Valais / Wallis","Male","31 years",40
"2014","Valais / Wallis","Male","32 years",64
"2014","Valais / Wallis","Male","33 years",66
"2014","Valais / Wallis","Male","34 years",47
"2014","Valais / Wallis","Male","35 years",40
"2014","Valais / Wallis","Male","36 years",46
"2014","Valais / Wallis","Male","37 years",30
"2014","Valais / Wallis","Male","38 years",29
"2014","Valais / Wallis","Male","39 years",33
"2014","Valais / Wallis","Male","40 years",40
"2014","Valais / Wallis","Male","41 years",41
"2014","Valais / Wallis","Male","42 years",30
"2014","Valais / Wallis","Male","43 years",28
"2014","Valais / Wallis","Male","44 years",34
"2014","Valais / Wallis","Male","45 years",31
"2014","Valais / Wallis","Male","46 years",37
"2014","Valais / Wallis","Male","47 years",29
"2014","Valais / Wallis","Male","48 years",28
"2014","Valais / Wallis","Male","49 years",36
"2014","Valais / Wallis","Male","50 years",34
"2014","Valais / Wallis","Male","51 years",37
"2014","Valais / Wallis","Male","52 years",27
"2014","Valais / Wallis","Male","53 years",16
"2014","Valais / Wallis","Male","54 years",23
"2014","Valais / Wallis","Male","55 years",22
"2014","Valais / Wallis","Male","56 years",24
"2014","Valais / Wallis","Male","57 years",25
"2014","Valais / Wallis","Male","58 years",18
"2014","Valais / Wallis","Male","59 years",22
"2014","Valais / Wallis","Male","60 years",25
"2014","Valais / Wallis","Male","61 years",24
"2014","Valais / Wallis","Male","62 years",25
"2014","Valais / Wallis","Male","63 years",16
"2014","Valais / Wallis","Male","64 years",16
"2014","Valais / Wallis","Male","65 years",17
"2014","Valais / Wallis","Male","66 years",21
"2014","Valais / Wallis","Male","67 years",6
"2014","Valais / Wallis","Male","68 years",8
"2014","Valais / Wallis","Male","69 years",6
"2014","Valais / Wallis","Male","70 years",7
"2014","Valais / Wallis","Male","71 years",7
"2014","Valais / Wallis","Male","72 years",6
"2014","Valais / Wallis","Male","73 years",7
"2014","Valais / Wallis","Male","74 years",4
"2014","Valais / Wallis","Male","75 years",4
"2014","Valais / Wallis","Male","76 years",7
"2014","Valais / Wallis","Male","77 years",2
"2014","Valais / Wallis","Male","78 years",2
"2014","Valais / Wallis","Male","79 years",11
"2014","Valais / Wallis","Male","80 years",4
"2014","Valais / Wallis","Male","81 years",2
"2014","Valais / Wallis","Male","82 years",4
"2014","Valais / Wallis","Male","83 years",0
"2014","Valais / Wallis","Male","84 years",2
"2014","Valais / Wallis","Male","85 years",2
"2014","Valais / Wallis","Male","86 years",0
"2014","Valais / Wallis","Male","87 years",1
"2014","Valais / Wallis","Male","88 years",2
"2014","Valais / Wallis","Male","89 years",0
"2014","Valais / Wallis","Male","90 years",2
"2014","Valais / Wallis","Male","91 years",0
"2014","Valais / Wallis","Male","92 years",0
"2014","Valais / Wallis","Male","93 years",0
"2014","Valais / Wallis","Male","94 years",0
"2014","Valais / Wallis","Male","95 years",1
"2014","Valais / Wallis","Male","96 years",2
"2014","Valais / Wallis","Male","97 years",0
"2014","Valais / Wallis","Male","98 years",0
"2014","Valais / Wallis","Male","99 years",0
"2014","Valais / Wallis","Male","100 years or older",0
"2014","Valais / Wallis","Female","0 years",8
"2014","Valais / Wallis","Female","1 year",15
"2014","Valais / Wallis","Female","2 years",8
"2014","Valais / Wallis","Female","3 years",14
"2014","Valais / Wallis","Female","4 years",16
"2014","Valais / Wallis","Female","5 years",13
"2014","Valais / Wallis","Female","6 years",13
"2014","Valais / Wallis","Female","7 years",10
"2014","Valais / Wallis","Female","8 years",16
"2014","Valais / Wallis","Female","9 years",13
"2014","Valais / Wallis","Female","10 years",16
"2014","Valais / Wallis","Female","11 years",8
"2014","Valais / Wallis","Female","12 years",6
"2014","Valais / Wallis","Female","13 years",10
"2014","Valais / Wallis","Female","14 years",6
"2014","Valais / Wallis","Female","15 years",8
"2014","Valais / Wallis","Female","16 years",11
"2014","Valais / Wallis","Female","17 years",5
"2014","Valais / Wallis","Female","18 years",19
"2014","Valais / Wallis","Female","19 years",30
"2014","Valais / Wallis","Female","20 years",48
"2014","Valais / Wallis","Female","21 years",64
"2014","Valais / Wallis","Female","22 years",120
"2014","Valais / Wallis","Female","23 years",136
"2014","Valais / Wallis","Female","24 years",115
"2014","Valais / Wallis","Female","25 years",90
"2014","Valais / Wallis","Female","26 years",78
"2014","Valais / Wallis","Female","27 years",56
"2014","Valais / Wallis","Female","28 years",40
"2014","Valais / Wallis","Female","29 years",43
"2014","Valais / Wallis","Female","30 years",43
"2014","Valais / Wallis","Female","31 years",39
"2014","Valais / Wallis","Female","32 years",38
"2014","Valais / Wallis","Female","33 years",38
"2014","Valais / Wallis","Female","34 years",33
"2014","Valais / Wallis","Female","35 years",31
"2014","Valais / Wallis","Female","36 years",13
"2014","Valais / Wallis","Female","37 years",31
"2014","Valais / Wallis","Female","38 years",17
"2014","Valais / Wallis","Female","39 years",12
"2014","Valais / Wallis","Female","40 years",25
"2014","Valais / Wallis","Female","41 years",21
"2014","Valais / Wallis","Female","42 years",16
"2014","Valais / Wallis","Female","43 years",14
"2014","Valais / Wallis","Female","44 years",23
"2014","Valais / Wallis","Female","45 years",14
"2014","Valais / Wallis","Female","46 years",16
"2014","Valais / Wallis","Female","47 years",16
"2014","Valais / Wallis","Female","48 years",15
"2014","Valais / Wallis","Female","49 years",18
"2014","Valais / Wallis","Female","50 years",14
"2014","Valais / Wallis","Female","51 years",23
"2014","Valais / Wallis","Female","52 years",11
"2014","Valais / Wallis","Female","53 years",13
"2014","Valais / Wallis","Female","54 years",12
"2014","Valais / Wallis","Female","55 years",16
"2014","Valais / Wallis","Female","56 years",15
"2014","Valais / Wallis","Female","57 years",16
"2014","Valais / Wallis","Female","58 years",15
"2014","Valais / Wallis","Female","59 years",12
"2014","Valais / Wallis","Female","60 years",14
"2014","Valais / Wallis","Female","61 years",9
"2014","Valais / Wallis","Female","62 years",8
"2014","Valais / Wallis","Female","63 years",10
"2014","Valais / Wallis","Female","64 years",14
"2014","Valais / Wallis","Female","65 years",11
"2014","Valais / Wallis","Female","66 years",9
"2014","Valais / Wallis","Female","67 years",10
"2014","Valais / Wallis","Female","68 years",2
"2014","Valais / Wallis","Female","69 years",4
"2014","Valais / Wallis","Female","70 years",5
"2014","Valais / Wallis","Female","71 years",7
"2014","Valais / Wallis","Female","72 years",4
"2014","Valais / Wallis","Female","73 years",3
"2014","Valais / Wallis","Female","74 years",4
"2014","Valais / Wallis","Female","75 years",1
"2014","Valais / Wallis","Female","76 years",5
"2014","Valais / Wallis","Female","77 years",1
"2014","Valais / Wallis","Female","78 years",4
"2014","Valais / Wallis","Female","79 years",3
"2014","Valais / Wallis","Female","80 years",3
"2014","Valais / Wallis","Female","81 years",1
"2014","Valais / Wallis","Female","82 years",3
"2014","Valais / Wallis","Female","83 years",4
"2014","Valais / Wallis","Female","84 years",5
"2014","Valais / Wallis","Female","85 years",1
"2014","Valais / Wallis","Female","86 years",1
"2014","Valais / Wallis","Female","87 years",0
"2014","Valais / Wallis","Female","88 years",1
"2014","Valais / Wallis","Female","89 years",1
"2014","Valais / Wallis","Female","90 years",2
"2014","Valais / Wallis","Female","91 years",1
"2014","Valais / Wallis","Female","92 years",1
"2014","Valais / Wallis","Female","93 years",1
"2014","Valais / Wallis","Female","94 years",1
"2014","Valais / Wallis","Female","95 years",0
"2014","Valais / Wallis","Female","96 years",1
"2014","Valais / Wallis","Female","97 years",0
"2014","Valais / Wallis","Female","98 years",0
"2014","Valais / Wallis","Female","99 years",0
"2014","Valais / Wallis","Female","100 years or older",0
"2014","Neuchâtel","Male","0 years",5
"2014","Neuchâtel","Male","1 year",12
"2014","Neuchâtel","Male","2 years",20
"2014","Neuchâtel","Male","3 years",19
"2014","Neuchâtel","Male","4 years",16
"2014","Neuchâtel","Male","5 years",15
"2014","Neuchâtel","Male","6 years",7
"2014","Neuchâtel","Male","7 years",9
"2014","Neuchâtel","Male","8 years",7
"2014","Neuchâtel","Male","9 years",7
"2014","Neuchâtel","Male","10 years",8
"2014","Neuchâtel","Male","11 years",3
"2014","Neuchâtel","Male","12 years",2
"2014","Neuchâtel","Male","13 years",5
"2014","Neuchâtel","Male","14 years",9
"2014","Neuchâtel","Male","15 years",5
"2014","Neuchâtel","Male","16 years",3
"2014","Neuchâtel","Male","17 years",5
"2014","Neuchâtel","Male","18 years",8
"2014","Neuchâtel","Male","19 years",8
"2014","Neuchâtel","Male","20 years",19
"2014","Neuchâtel","Male","21 years",19
"2014","Neuchâtel","Male","22 years",28
"2014","Neuchâtel","Male","23 years",34
"2014","Neuchâtel","Male","24 years",24
"2014","Neuchâtel","Male","25 years",38
"2014","Neuchâtel","Male","26 years",30
"2014","Neuchâtel","Male","27 years",20
"2014","Neuchâtel","Male","28 years",33
"2014","Neuchâtel","Male","29 years",32
"2014","Neuchâtel","Male","30 years",23
"2014","Neuchâtel","Male","31 years",26
"2014","Neuchâtel","Male","32 years",32
"2014","Neuchâtel","Male","33 years",26
"2014","Neuchâtel","Male","34 years",29
"2014","Neuchâtel","Male","35 years",26
"2014","Neuchâtel","Male","36 years",31
"2014","Neuchâtel","Male","37 years",21
"2014","Neuchâtel","Male","38 years",26
"2014","Neuchâtel","Male","39 years",23
"2014","Neuchâtel","Male","40 years",19
"2014","Neuchâtel","Male","41 years",20
"2014","Neuchâtel","Male","42 years",28
"2014","Neuchâtel","Male","43 years",14
"2014","Neuchâtel","Male","44 years",14
"2014","Neuchâtel","Male","45 years",17
"2014","Neuchâtel","Male","46 years",19
"2014","Neuchâtel","Male","47 years",15
"2014","Neuchâtel","Male","48 years",15
"2014","Neuchâtel","Male","49 years",17
"2014","Neuchâtel","Male","50 years",12
"2014","Neuchâtel","Male","51 years",9
"2014","Neuchâtel","Male","52 years",7
"2014","Neuchâtel","Male","53 years",6
"2014","Neuchâtel","Male","54 years",8
"2014","Neuchâtel","Male","55 years",10
"2014","Neuchâtel","Male","56 years",8
"2014","Neuchâtel","Male","57 years",7
"2014","Neuchâtel","Male","58 years",7
"2014","Neuchâtel","Male","59 years",6
"2014","Neuchâtel","Male","60 years",11
"2014","Neuchâtel","Male","61 years",10
"2014","Neuchâtel","Male","62 years",7
"2014","Neuchâtel","Male","63 years",9
"2014","Neuchâtel","Male","64 years",11
"2014","Neuchâtel","Male","65 years",10
"2014","Neuchâtel","Male","66 years",12
"2014","Neuchâtel","Male","67 years",6
"2014","Neuchâtel","Male","68 years",8
"2014","Neuchâtel","Male","69 years",2
"2014","Neuchâtel","Male","70 years",3
"2014","Neuchâtel","Male","71 years",1
"2014","Neuchâtel","Male","72 years",1
"2014","Neuchâtel","Male","73 years",3
"2014","Neuchâtel","Male","74 years",1
"2014","Neuchâtel","Male","75 years",0
"2014","Neuchâtel","Male","76 years",3
"2014","Neuchâtel","Male","77 years",0
"2014","Neuchâtel","Male","78 years",2
"2014","Neuchâtel","Male","79 years",1
"2014","Neuchâtel","Male","80 years",0
"2014","Neuchâtel","Male","81 years",1
"2014","Neuchâtel","Male","82 years",3
"2014","Neuchâtel","Male","83 years",1
"2014","Neuchâtel","Male","84 years",1
"2014","Neuchâtel","Male","85 years",1
"2014","Neuchâtel","Male","86 years",1
"2014","Neuchâtel","Male","87 years",0
"2014","Neuchâtel","Male","88 years",0
"2014","Neuchâtel","Male","89 years",0
"2014","Neuchâtel","Male","90 years",0
"2014","Neuchâtel","Male","91 years",0
"2014","Neuchâtel","Male","92 years",0
"2014","Neuchâtel","Male","93 years",0
"2014","Neuchâtel","Male","94 years",0
"2014","Neuchâtel","Male","95 years",0
"2014","Neuchâtel","Male","96 years",0
"2014","Neuchâtel","Male","97 years",0
"2014","Neuchâtel","Male","98 years",0
"2014","Neuchâtel","Male","99 years",0
"2014","Neuchâtel","Male","100 years or older",0
"2014","Neuchâtel","Female","0 years",10
"2014","Neuchâtel","Female","1 year",12
"2014","Neuchâtel","Female","2 years",16
"2014","Neuchâtel","Female","3 years",12
"2014","Neuchâtel","Female","4 years",11
"2014","Neuchâtel","Female","5 years",10
"2014","Neuchâtel","Female","6 years",8
"2014","Neuchâtel","Female","7 years",14
"2014","Neuchâtel","Female","8 years",13
"2014","Neuchâtel","Female","9 years",12
"2014","Neuchâtel","Female","10 years",9
"2014","Neuchâtel","Female","11 years",9
"2014","Neuchâtel","Female","12 years",5
"2014","Neuchâtel","Female","13 years",5
"2014","Neuchâtel","Female","14 years",7
"2014","Neuchâtel","Female","15 years",7
"2014","Neuchâtel","Female","16 years",6
"2014","Neuchâtel","Female","17 years",6
"2014","Neuchâtel","Female","18 years",10
"2014","Neuchâtel","Female","19 years",7
"2014","Neuchâtel","Female","20 years",19
"2014","Neuchâtel","Female","21 years",23
"2014","Neuchâtel","Female","22 years",40
"2014","Neuchâtel","Female","23 years",39
"2014","Neuchâtel","Female","24 years",38
"2014","Neuchâtel","Female","25 years",41
"2014","Neuchâtel","Female","26 years",45
"2014","Neuchâtel","Female","27 years",33
"2014","Neuchâtel","Female","28 years",34
"2014","Neuchâtel","Female","29 years",15
"2014","Neuchâtel","Female","30 years",25
"2014","Neuchâtel","Female","31 years",25
"2014","Neuchâtel","Female","32 years",37
"2014","Neuchâtel","Female","33 years",19
"2014","Neuchâtel","Female","34 years",25
"2014","Neuchâtel","Female","35 years",14
"2014","Neuchâtel","Female","36 years",20
"2014","Neuchâtel","Female","37 years",18
"2014","Neuchâtel","Female","38 years",23
"2014","Neuchâtel","Female","39 years",13
"2014","Neuchâtel","Female","40 years",22
"2014","Neuchâtel","Female","41 years",12
"2014","Neuchâtel","Female","42 years",11
"2014","Neuchâtel","Female","43 years",10
"2014","Neuchâtel","Female","44 years",9
"2014","Neuchâtel","Female","45 years",18
"2014","Neuchâtel","Female","46 years",9
"2014","Neuchâtel","Female","47 years",7
"2014","Neuchâtel","Female","48 years",4
"2014","Neuchâtel","Female","49 years",8
"2014","Neuchâtel","Female","50 years",10
"2014","Neuchâtel","Female","51 years",6
"2014","Neuchâtel","Female","52 years",1
"2014","Neuchâtel","Female","53 years",9
"2014","Neuchâtel","Female","54 years",3
