Year,Canton,Age Group,marriages
2003,Graubünden / Grigioni / Grischun,40-49,28
2003,Graubünden / Grigioni / Grischun,50-59,9
2003,Graubünden / Grigioni / Grischun,60-69,4
2003,Graubünden / Grigioni / Grischun,70-79,1
2003,Graubünden / Grigioni / Grischun,80-89,0
2003,Jura,10-19,0
2003,Jura,20-29,106
2003,Jura,30-39,66
2003,Jura,40-49,3
2003,Jura,50-59,7
2003,Jura,60-69,1
2003,Jura,70-79,1
2003,Jura,80-89,0
2003,Luzern,10-19,1
2003,Luzern,20-29,426
2003,Luzern,30-39,463
2003,Luzern,40-49,62
2003,Luzern,50-59,32
2003,Luzern,60-69,5
2003,Luzern,70-79,0
2003,Luzern,80-89,0
2003,Neuchâtel,10-19,0
2003,Neuchâtel,20-29,283
2003,Neuchâtel,30-39,171
2003,Neuchâtel,40-49,38
2003,Neuchâtel,50-59,22
2003,Neuchâtel,60-69,4
2003,Neuchâtel,70-79,1
2003,Neuchâtel,80-89,0
2003,Nidwalden,10-19,0
2003,Nidwalden,20-29,33
2003,Nidwalden,30-39,59
2003,Nidwalden,40-49,9
2003,Nidwalden,50-59,7
2003,Nidwalden,60-69,0
2003,Nidwalden,70-79,0
2003,Nidwalden,80-89,0
2003,Obwalden,10-19,0
2003,Obwalden,20-29,28
2003,Obwalden,30-39,36
2003,Obwalden,40-49,3
2003,Obwalden,50-59,3
2003,Obwalden,60-69,0
2003,Obwalden,70-79,0
2003,Obwalden,80-89,0
2003,Schaffhausen,10-19,0
2003,Schaffhausen,20-29,87
2003,Schaffhausen,30-39,100
2003,Schaffhausen,40-49,16
2003,Schaffhausen,50-59,9
2003,Schaffhausen,60-69,1
2003,Schaffhausen,70-79,1
2003,Schaffhausen,80-89,0
2003,Schwyz,10-19,1
2003,Schwyz,20-29,174
2003,Schwyz,30-39,184
2003,Schwyz,40-49,36
2003,Schwyz,50-59,17
2003,Schwyz,60-69,1
2003,Schwyz,70-79,2
2003,Schwyz,80-89,0
2003,Solothurn,10-19,2
2003,Solothurn,20-29,210
2003,Solothurn,30-39,286
2003,Solothurn,40-49,57
2003,Solothurn,50-59,25
2003,Solothurn,60-69,3
2003,Solothurn,70-79,0
2003,Solothurn,80-89,0
2003,St. Gallen,10-19,2
2003,St. Gallen,20-29,593
2003,St. Gallen,30-39,522
2003,St. Gallen,40-49,74
2003,St. Gallen,50-59,31
2003,St. Gallen,60-69,4
2003,St. Gallen,70-79,1
2003,St. Gallen,80-89,0
2003,Thurgau,10-19,1
2003,Thurgau,20-29,281
2003,Thurgau,30-39,236
2003,Thurgau,40-49,45
2003,Thurgau,50-59,12
2003,Thurgau,60-69,4
2003,Thurgau,70-79,1
2003,Thurgau,80-89,0
2003,Ticino,10-19,2
2003,Ticino,20-29,282
2003,Ticino,30-39,425
2003,Ticino,40-49,62
2003,Ticino,50-59,15
2003,Ticino,60-69,2
2003,Ticino,70-79,3
2003,Ticino,80-89,0
2003,Uri,10-19,0
2003,Uri,20-29,47
2003,Uri,30-39,41
2003,Uri,40-49,5
2003,Uri,50-59,2
2003,Uri,60-69,0
2003,Uri,70-79,0
2003,Uri,80-89,0
2003,Valais / Wallis,10-19,2
2003,Valais / Wallis,20-29,417
2003,Valais / Wallis,30-39,276
2003,Valais / Wallis,40-49,40
2003,Valais / Wallis,50-59,12
2003,Valais / Wallis,60-69,1
2003,Valais / Wallis,70-79,2
2003,Valais / Wallis,80-89,0
2003,Vaud,10-19,7
2003,Vaud,20-29,969
2003,Vaud,30-39,720
2003,Vaud,40-49,130
2003,Vaud,50-59,70
2003,Vaud,60-69,12
2003,Vaud,70-79,2
2003,Vaud,80-89,0
2003,Zug,10-19,0
2003,Zug,20-29,102
2003,Zug,30-39,188
2003,Zug,40-49,34
2003,Zug,50-59,11
2003,Zug,60-69,3
2003,Zug,70-79,0
2003,Zug,80-89,0
2003,Zürich,10-19,17
2003,Zürich,20-29,1632
2003,Zürich,30-39,2076
2003,Zürich,40-49,352
2003,Zürich,50-59,149
2003,Zürich,60-69,31
2003,Zürich,70-79,6
2003,Zürich,80-89,2
2004,Aargau,10-19,3
2004,Aargau,20-29,621
2004,Aargau,30-39,734
2004,Aargau,40-49,149
2004,Aargau,50-59,59
2004,Aargau,60-69,13
2004,Aargau,70-79,1
2004,Aargau,80-89,0
2004,Appenzell Ausserrhoden,10-19,0
2004,Appenzell Ausserrhoden,20-29,60
2004,Appenzell Ausserrhoden,30-39,47
2004,Appenzell Ausserrhoden,40-49,12
2004,Appenzell Ausserrhoden,50-59,9
2004,Appenzell Ausserrhoden,60-69,1
2004,Appenzell Ausserrhoden,70-79,0
2004,Appenzell Ausserrhoden,80-89,0
2004,Appenzell Innerrhoden,10-19,1
2004,Appenzell Innerrhoden,20-29,22
2004,Appenzell Innerrhoden,30-39,11
2004,Appenzell Innerrhoden,40-49,2
2004,Appenzell Innerrhoden,50-59,0
2004,Appenzell Innerrhoden,60-69,0
2004,Appenzell Innerrhoden,70-79,0
2004,Appenzell Innerrhoden,80-89,0
2004,Basel-Landschaft,10-19,2
2004,Basel-Landschaft,20-29,257
2004,Basel-Landschaft,30-39,314
2004,Basel-Landschaft,40-49,79
2004,Basel-Landschaft,50-59,27
2004,Basel-Landschaft,60-69,10
2004,Basel-Landschaft,70-79,0
2004,Basel-Landschaft,80-89,0
2004,Basel-Stadt,10-19,5
2004,Basel-Stadt,20-29,200
2004,Basel-Stadt,30-39,196
2004,Basel-Stadt,40-49,54
2004,Basel-Stadt,50-59,23
2004,Basel-Stadt,60-69,3
2004,Basel-Stadt,70-79,1
2004,Basel-Stadt,80-89,0
2004,Bern / Berne,10-19,8
2004,Bern / Berne,20-29,1146
2004,Bern / Berne,30-39,1170
2004,Bern / Berne,40-49,187
2004,Bern / Berne,50-59,88
2004,Bern / Berne,60-69,18
2004,Bern / Berne,70-79,3
2004,Bern / Berne,80-89,1
2004,Fribourg / Freiburg,10-19,1
2004,Fribourg / Freiburg,20-29,368
2004,Fribourg / Freiburg,30-39,284
2004,Fribourg / Freiburg,40-49,41
2004,Fribourg / Freiburg,50-59,15
2004,Fribourg / Freiburg,60-69,1
2004,Fribourg / Freiburg,70-79,0
2004,Fribourg / Freiburg,80-89,0
2004,Genève,10-19,4
2004,Genève,20-29,522
2004,Genève,30-39,550
2004,Genève,40-49,116
2004,Genève,50-59,57
2004,Genève,60-69,6
2004,Genève,70-79,1
2004,Genève,80-89,1
2004,Glarus,10-19,0
2004,Glarus,20-29,33
2004,Glarus,30-39,38
2004,Glarus,40-49,0
2004,Glarus,50-59,5
2004,Glarus,60-69,1
2004,Glarus,70-79,0
2004,Glarus,80-89,0
2004,Graubünden / Grigioni / Grischun,10-19,2
2004,Graubünden / Grigioni / Grischun,20-29,179
2004,Graubünden / Grigioni / Grischun,30-39,204
2004,Graubünden / Grigioni / Grischun,40-49,31
2004,Graubünden / Grigioni / Grischun,50-59,15
2004,Graubünden / Grigioni / Grischun,60-69,1
2004,Graubünden / Grigioni / Grischun,70-79,0
2004,Graubünden / Grigioni / Grischun,80-89,0
2004,Jura,10-19,0
2004,Jura,20-29,114
2004,Jura,30-39,64
2004,Jura,40-49,14
2004,Jura,50-59,8
2004,Jura,60-69,0
2004,Jura,70-79,0
2004,Jura,80-89,0
2004,Luzern,10-19,0
2004,Luzern,20-29,372
2004,Luzern,30-39,462
2004,Luzern,40-49,62
2004,Luzern,50-59,27
2004,Luzern,60-69,1
2004,Luzern,70-79,0
2004,Luzern,80-89,0
2004,Neuchâtel,10-19,1
2004,Neuchâtel,20-29,276
2004,Neuchâtel,30-39,189
2004,Neuchâtel,40-49,31
2004,Neuchâtel,50-59,21
2004,Neuchâtel,60-69,2
2004,Neuchâtel,70-79,0
2004,Neuchâtel,80-89,0
2004,Nidwalden,10-19,0
2004,Nidwalden,20-29,34
2004,Nidwalden,30-39,53
2004,Nidwalden,40-49,6
2004,Nidwalden,50-59,2
2004,Nidwalden,60-69,0
2004,Nidwalden,70-79,0
2004,Nidwalden,80-89,0
2004,Obwalden,10-19,0
2004,Obwalden,20-29,42
2004,Obwalden,30-39,48
2004,Obwalden,40-49,6
2004,Obwalden,50-59,1
2004,Obwalden,60-69,0
2004,Obwalden,70-79,0
2004,Obwalden,80-89,0
2004,Schaffhausen,10-19,1
2004,Schaffhausen,20-29,71
2004,Schaffhausen,30-39,60
2004,Schaffhausen,40-49,12
2004,Schaffhausen,50-59,13
2004,Schaffhausen,60-69,2
2004,Schaffhausen,70-79,0
2004,Schaffhausen,80-89,0
2004,Schwyz,10-19,0
2004,Schwyz,20-29,182
2004,Schwyz,30-39,202
2004,Schwyz,40-49,35
2004,Schwyz,50-59,15
2004,Schwyz,60-69,6
2004,Schwyz,70-79,0
2004,Schwyz,80-89,0
2004,Solothurn,10-19,0
2004,Solothurn,20-29,250
2004,Solothurn,30-39,253
2004,Solothurn,40-49,64
2004,Solothurn,50-59,25
2004,Solothurn,60-69,7
2004,Solothurn,70-79,0
2004,Solothurn,80-89,0
2004,St. Gallen,10-19,5
2004,St. Gallen,20-29,480
2004,St. Gallen,30-39,512
2004,St. Gallen,40-49,71
2004,St. Gallen,50-59,43
2004,St. Gallen,60-69,11
2004,St. Gallen,70-79,0
2004,St. Gallen,80-89,0
2004,Thurgau,10-19,2
2004,Thurgau,20-29,249
2004,Thurgau,30-39,238
2004,Thurgau,40-49,69
2004,Thurgau,50-59,31
2004,Thurgau,60-69,1
2004,Thurgau,70-79,1
2004,Thurgau,80-89,0
2004,Ticino,10-19,0
2004,Ticino,20-29,294
2004,Ticino,30-39,419
2004,Ticino,40-49,72
2004,Ticino,50-59,27
2004,Ticino,60-69,5
2004,Ticino,70-79,0
2004,Ticino,80-89,0
2004,Uri,10-19,1
2004,Uri,20-29,41
2004,Uri,30-39,42
2004,Uri,40-49,2
2004,Uri,50-59,4
2004,Uri,60-69,0
2004,Uri,70-79,0
2004,Uri,80-89,0
2004,Valais / Wallis,10-19,0
2004,Valais / Wallis,20-29,366
2004,Valais / Wallis,30-39,312
2004,Valais / Wallis,40-49,49
2004,Valais / Wallis,50-59,14
2004,Valais / Wallis,60-69,5
2004,Valais / Wallis,70-79,0
2004,Valais / Wallis,80-89,0
2004,Vaud,10-19,6
2004,Vaud,20-29,930
2004,Vaud,30-39,833
2004,Vaud,40-49,151
2004,Vaud,50-59,70
2004,Vaud,60-69,16
2004,Vaud,70-79,1
2004,Vaud,80-89,1
2004,Zug,10-19,1
2004,Zug,20-29,116
2004,Zug,30-39,199
2004,Zug,40-49,30
2004,Zug,50-59,8
2004,Zug,60-69,1
2004,Zug,70-79,0
2004,Zug,80-89,0
2004,Zürich,10-19,18
2004,Zürich,20-29,1614
2004,Zürich,30-39,2184
2004,Zürich,40-49,331
2004,Zürich,50-59,139
2004,Zürich,60-69,30
2004,Zürich,70-79,5
2004,Zürich,80-89,0
2005,Aargau,10-19,1
2005,Aargau,20-29,624
2005,Aargau,30-39,736
2005,Aargau,40-49,174
2005,Aargau,50-59,87
2005,Aargau,60-69,11
2005,Aargau,70-79,2
2005,Aargau,80-89,0
2005,Appenzell Ausserrhoden,10-19,0
2005,Appenzell Ausserrhoden,20-29,62
2005,Appenzell Ausserrhoden,30-39,51
2005,Appenzell Ausserrhoden,40-49,12
2005,Appenzell Ausserrhoden,50-59,7
2005,Appenzell Ausserrhoden,60-69,0
2005,Appenzell Ausserrhoden,70-79,0
2005,Appenzell Ausserrhoden,80-89,0
2005,Appenzell Innerrhoden,10-19,0
2005,Appenzell Innerrhoden,20-29,20
2005,Appenzell Innerrhoden,30-39,13
2005,Appenzell Innerrhoden,40-49,1
2005,Appenzell Innerrhoden,50-59,1
2005,Appenzell Innerrhoden,60-69,0
2005,Appenzell Innerrhoden,70-79,0
2005,Appenzell Innerrhoden,80-89,0
2005,Basel-Landschaft,10-19,0
2005,Basel-Landschaft,20-29,277
2005,Basel-Landschaft,30-39,331
2005,Basel-Landschaft,40-49,75
2005,Basel-Landschaft,50-59,30
2005,Basel-Landschaft,60-69,4
2005,Basel-Landschaft,70-79,0
2005,Basel-Landschaft,80-89,1
2005,Basel-Stadt,10-19,2
2005,Basel-Stadt,20-29,195
2005,Basel-Stadt,30-39,213
2005,Basel-Stadt,40-49,52
2005,Basel-Stadt,50-59,13
2005,Basel-Stadt,60-69,3
2005,Basel-Stadt,70-79,1
2005,Basel-Stadt,80-89,0
2005,Bern / Berne,10-19,5
2005,Bern / Berne,20-29,1151
2005,Bern / Berne,30-39,1218
2005,Bern / Berne,40-49,213
2005,Bern / Berne,50-59,94
2005,Bern / Berne,60-69,13
2005,Bern / Berne,70-79,6
2005,Bern / Berne,80-89,1
2005,Fribourg / Freiburg,10-19,0
2005,Fribourg / Freiburg,20-29,332
2005,Fribourg / Freiburg,30-39,296
2005,Fribourg / Freiburg,40-49,65
2005,Fribourg / Freiburg,50-59,19
2005,Fribourg / Freiburg,60-69,5
2005,Fribourg / Freiburg,70-79,0
2005,Fribourg / Freiburg,80-89,0
2005,Genève,10-19,3
2005,Genève,20-29,561
2005,Genève,30-39,591
2005,Genève,40-49,129
2005,Genève,50-59,42
2005,Genève,60-69,13
2005,Genève,70-79,2
2005,Genève,80-89,0
2005,Glarus,10-19,0
2005,Glarus,20-29,39
2005,Glarus,30-39,27
2005,Glarus,40-49,7
2005,Glarus,50-59,2
2005,Glarus,60-69,0
2005,Glarus,70-79,0
2005,Glarus,80-89,0
2005,Graubünden / Grigioni / Grischun,10-19,2
2005,Graubünden / Grigioni / Grischun,20-29,160
2005,Graubünden / Grigioni / Grischun,30-39,216
2005,Graubünden / Grigioni / Grischun,40-49,41
2005,Graubünden / Grigioni / Grischun,50-59,11
2005,Graubünden / Grigioni / Grischun,60-69,3
2005,Graubünden / Grigioni / Grischun,70-79,0
2005,Graubünden / Grigioni / Grischun,80-89,0
2005,Jura,10-19,0
2005,Jura,20-29,100
2005,Jura,30-39,62
2005,Jura,40-49,13
2005,Jura,50-59,6
2005,Jura,60-69,0
2005,Jura,70-79,0
2005,Jura,80-89,0
2005,Luzern,10-19,2
2005,Luzern,20-29,406
2005,Luzern,30-39,506
2005,Luzern,40-49,86
2005,Luzern,50-59,17
2005,Luzern,60-69,4
2005,Luzern,70-79,0
2005,Luzern,80-89,0
2005,Neuchâtel,10-19,2
2005,Neuchâtel,20-29,266
2005,Neuchâtel,30-39,202
2005,Neuchâtel,40-49,31
2005,Neuchâtel,50-59,17
2005,Neuchâtel,60-69,2
2005,Neuchâtel,70-79,1
2005,Neuchâtel,80-89,0
2005,Nidwalden,10-19,0
2005,Nidwalden,20-29,39
2005,Nidwalden,30-39,65
2005,Nidwalden,40-49,8
2005,Nidwalden,50-59,2
2005,Nidwalden,60-69,1
2005,Nidwalden,70-79,0
2005,Nidwalden,80-89,0
2005,Obwalden,10-19,0
2005,Obwalden,20-29,36
2005,Obwalden,30-39,43
2005,Obwalden,40-49,3
2005,Obwalden,50-59,4
2005,Obwalden,60-69,0
2005,Obwalden,70-79,0
2005,Obwalden,80-89,0
2005,Schaffhausen,10-19,1
2005,Schaffhausen,20-29,85
2005,Schaffhausen,30-39,66
2005,Schaffhausen,40-49,18
2005,Schaffhausen,50-59,8
2005,Schaffhausen,60-69,1
2005,Schaffhausen,70-79,0
2005,Schaffhausen,80-89,0
2005,Schwyz,10-19,1
2005,Schwyz,20-29,193
2005,Schwyz,30-39,226
2005,Schwyz,40-49,40
2005,Schwyz,50-59,14
2005,Schwyz,60-69,2
2005,Schwyz,70-79,1
2005,Schwyz,80-89,0
2005,Solothurn,10-19,0
2005,Solothurn,20-29,219
2005,Solothurn,30-39,248
2005,Solothurn,40-49,59
2005,Solothurn,50-59,24
2005,Solothurn,60-69,6
2005,Solothurn,70-79,0
2005,Solothurn,80-89,0
2005,St. Gallen,10-19,1
2005,St. Gallen,20-29,505
2005,St. Gallen,30-39,492
2005,St. Gallen,40-49,97
2005,St. Gallen,50-59,45
2005,St. Gallen,60-69,8
2005,St. Gallen,70-79,1
2005,St. Gallen,80-89,0
2005,Thurgau,10-19,0
2005,Thurgau,20-29,258
2005,Thurgau,30-39,265
2005,Thurgau,40-49,74
2005,Thurgau,50-59,24
2005,Thurgau,60-69,2
2005,Thurgau,70-79,0
2005,Thurgau,80-89,0
2005,Ticino,10-19,1
2005,Ticino,20-29,306
2005,Ticino,30-39,434
2005,Ticino,40-49,66
2005,Ticino,50-59,23
2005,Ticino,60-69,5
2005,Ticino,70-79,2
2005,Ticino,80-89,0
2005,Uri,10-19,0
2005,Uri,20-29,32
2005,Uri,30-39,30
2005,Uri,40-49,7
2005,Uri,50-59,1
2005,Uri,60-69,2
2005,Uri,70-79,0
2005,Uri,80-89,0
2005,Valais / Wallis,10-19,0
2005,Valais / Wallis,20-29,430
2005,Valais / Wallis,30-39,334
2005,Valais / Wallis,40-49,62
2005,Valais / Wallis,50-59,15
2005,Valais / Wallis,60-69,3
2005,Valais / Wallis,70-79,0
2005,Valais / Wallis,80-89,0
2005,Vaud,10-19,7
2005,Vaud,20-29,887
2005,Vaud,30-39,787
2005,Vaud,40-49,159
2005,Vaud,50-59,74
2005,Vaud,60-69,18
2005,Vaud,70-79,3
2005,Vaud,80-89,1
2005,Zug,10-19,0
2005,Zug,20-29,107
2005,Zug,30-39,198
2005,Zug,40-49,34
2005,Zug,50-59,11
2005,Zug,60-69,5
2005,Zug,70-79,0
2005,Zug,80-89,0
2005,Zürich,10-19,22
2005,Zürich,20-29,1580
2005,Zürich,30-39,2264
2005,Zürich,40-49,344
2005,Zürich,50-59,150
2005,Zürich,60-69,35
2005,Zürich,70-79,8
2005,Zürich,80-89,1
2006,Aargau,10-19,3
2006,Aargau,20-29,668
2006,Aargau,30-39,689
2006,Aargau,40-49,159
2006,Aargau,50-59,51
2006,Aargau,60-69,11
2006,Aargau,70-79,0
2006,Aargau,80-89,0
2006,Appenzell Ausserrhoden,10-19,1
2006,Appenzell Ausserrhoden,20-29,57
2006,Appenzell Ausserrhoden,30-39,77
2006,Appenzell Ausserrhoden,40-49,10
2006,Appenzell Ausserrhoden,50-59,2
2006,Appenzell Ausserrhoden,60-69,2
2006,Appenzell Ausserrhoden,70-79,0
2006,Appenzell Ausserrhoden,80-89,0
2006,Appenzell Innerrhoden,10-19,0
2006,Appenzell Innerrhoden,20-29,18
2006,Appenzell Innerrhoden,30-39,9
2006,Appenzell Innerrhoden,40-49,3
2006,Appenzell Innerrhoden,50-59,2
2006,Appenzell Innerrhoden,60-69,0
2006,Appenzell Innerrhoden,70-79,0
2006,Appenzell Innerrhoden,80-89,0
2006,Basel-Landschaft,10-19,0
2006,Basel-Landschaft,20-29,259
2006,Basel-Landschaft,30-39,316
2006,Basel-Landschaft,40-49,60
2006,Basel-Landschaft,50-59,34
2006,Basel-Landschaft,60-69,9
2006,Basel-Landschaft,70-79,1
2006,Basel-Landschaft,80-89,0
2006,Basel-Stadt,10-19,1
2006,Basel-Stadt,20-29,193
2006,Basel-Stadt,30-39,197
2006,Basel-Stadt,40-49,40
2006,Basel-Stadt,50-59,16
2006,Basel-Stadt,60-69,4
2006,Basel-Stadt,70-79,0
2006,Basel-Stadt,80-89,0
2006,Bern / Berne,10-19,9
2006,Bern / Berne,20-29,1099
2006,Bern / Berne,30-39,1167
2006,Bern / Berne,40-49,201
2006,Bern / Berne,50-59,90
2006,Bern / Berne,60-69,19
2006,Bern / Berne,70-79,7
2006,Bern / Berne,80-89,1
2006,Fribourg / Freiburg,10-19,1
2006,Fribourg / Freiburg,20-29,358
2006,Fribourg / Freiburg,30-39,288
2006,Fribourg / Freiburg,40-49,53
2006,Fribourg / Freiburg,50-59,17
2006,Fribourg / Freiburg,60-69,5
2006,Fribourg / Freiburg,70-79,0
2006,Fribourg / Freiburg,80-89,0
2006,Genève,10-19,2
2006,Genève,20-29,566
2006,Genève,30-39,561
2006,Genève,40-49,112
2006,Genève,50-59,44
2006,Genève,60-69,15
2006,Genève,70-79,3
2006,Genève,80-89,1
2006,Glarus,10-19,1
2006,Glarus,20-29,45
2006,Glarus,30-39,26
2006,Glarus,40-49,4
2006,Glarus,50-59,0
2006,Glarus,60-69,0
2006,Glarus,70-79,0
2006,Glarus,80-89,0
2006,Graubünden / Grigioni / Grischun,10-19,1
2006,Graubünden / Grigioni / Grischun,20-29,176
2006,Graubünden / Grigioni / Grischun,30-39,197
2006,Graubünden / Grigioni / Grischun,40-49,29
2006,Graubünden / Grigioni / Grischun,50-59,19
2006,Graubünden / Grigioni / Grischun,60-69,3
2006,Graubünden / Grigioni / Grischun,70-79,0
2006,Graubünden / Grigioni / Grischun,80-89,0
2006,Jura,10-19,1
2006,Jura,20-29,97
2006,Jura,30-39,43
2006,Jura,40-49,11
2006,Jura,50-59,3
2006,Jura,60-69,1
2006,Jura,70-79,0
2006,Jura,80-89,0
2006,Luzern,10-19,2
2006,Luzern,20-29,401
2006,Luzern,30-39,504
2006,Luzern,40-49,68
2006,Luzern,50-59,26
2006,Luzern,60-69,9
2006,Luzern,70-79,2
2006,Luzern,80-89,1
2006,Neuchâtel,10-19,0
2006,Neuchâtel,20-29,254
2006,Neuchâtel,30-39,170
2006,Neuchâtel,40-49,26
2006,Neuchâtel,50-59,14
2006,Neuchâtel,60-69,3
2006,Neuchâtel,70-79,0
2006,Neuchâtel,80-89,0
2006,Nidwalden,10-19,0
2006,Nidwalden,20-29,33
2006,Nidwalden,30-39,68
2006,Nidwalden,40-49,10
2006,Nidwalden,50-59,2
2006,Nidwalden,60-69,0
2006,Nidwalden,70-79,0
2006,Nidwalden,80-89,0
2006,Obwalden,10-19,0
2006,Obwalden,20-29,44
2006,Obwalden,30-39,56
2006,Obwalden,40-49,7
2006,Obwalden,50-59,1
2006,Obwalden,60-69,2
2006,Obwalden,70-79,0
2006,Obwalden,80-89,0
2006,Schaffhausen,10-19,0
2006,Schaffhausen,20-29,88
2006,Schaffhausen,30-39,85
2006,Schaffhausen,40-49,14
2006,Schaffhausen,50-59,8
2006,Schaffhausen,60-69,3
2006,Schaffhausen,70-79,0
2006,Schaffhausen,80-89,0
2006,Schwyz,10-19,1
2006,Schwyz,20-29,152
2006,Schwyz,30-39,189
2006,Schwyz,40-49,21
2006,Schwyz,50-59,17
2006,Schwyz,60-69,1
2006,Schwyz,70-79,0
2006,Schwyz,80-89,0
2006,Solothurn,10-19,0
2006,Solothurn,20-29,244
2006,Solothurn,30-39,265
2006,Solothurn,40-49,56
2006,Solothurn,50-59,30
2006,Solothurn,60-69,3
2006,Solothurn,70-79,1
2006,Solothurn,80-89,0
2006,St. Gallen,10-19,4
2006,St. Gallen,20-29,566
2006,St. Gallen,30-39,522
2006,St. Gallen,40-49,113
2006,St. Gallen,50-59,37
2006,St. Gallen,60-69,8
2006,St. Gallen,70-79,2
2006,St. Gallen,80-89,0
2006,Thurgau,10-19,4
2006,Thurgau,20-29,328
2006,Thurgau,30-39,241
2006,Thurgau,40-49,77
2006,Thurgau,50-59,27
2006,Thurgau,60-69,7
2006,Thurgau,70-79,2
2006,Thurgau,80-89,0
2006,Ticino,10-19,1
2006,Ticino,20-29,270
2006,Ticino,30-39,419
2006,Ticino,40-49,61
2006,Ticino,50-59,32
2006,Ticino,60-69,5
2006,Ticino,70-79,2
2006,Ticino,80-89,0
2006,Uri,10-19,0
2006,Uri,20-29,38
2006,Uri,30-39,41
2006,Uri,40-49,4
2006,Uri,50-59,0
2006,Uri,60-69,0
2006,Uri,70-79,0
2006,Uri,80-89,0
2006,Valais / Wallis,10-19,1
2006,Valais / Wallis,20-29,392
2006,Valais / Wallis,30-39,357
2006,Valais / Wallis,40-49,55
2006,Valais / Wallis,50-59,27
2006,Valais / Wallis,60-69,1
2006,Valais / Wallis,70-79,0
2006,Valais / Wallis,80-89,0
2006,Vaud,10-19,2
2006,Vaud,20-29,865
2006,Vaud,30-39,779
2006,Vaud,40-49,160
2006,Vaud,50-59,86
2006,Vaud,60-69,20
2006,Vaud,70-79,3
2006,Vaud,80-89,0
2006,Zug,10-19,1
2006,Zug,20-29,127
2006,Zug,30-39,208
2006,Zug,40-49,26
2006,Zug,50-59,14
2006,Zug,60-69,2
2006,Zug,70-79,0
2006,Zug,80-89,0
2006,Zürich,10-19,14
2006,Zürich,20-29,1537
2006,Zürich,30-39,2301
2006,Zürich,40-49,380
2006,Zürich,50-59,161
2006,Zürich,60-69,31
2006,Zürich,70-79,3
2006,Zürich,80-89,1
2007,Aargau,10-19,5
2007,Aargau,20-29,624
2007,Aargau,30-39,696
2007,Aargau,40-49,152
2007,Aargau,50-59,74
2007,Aargau,60-69,14
2007,Aargau,70-79,3
2007,Aargau,80-89,0
2007,Appenzell Ausserrhoden,10-19,0
2007,Appenzell Ausserrhoden,20-29,62
2007,Appenzell Ausserrhoden,30-39,63
2007,Appenzell Ausserrhoden,40-49,19
2007,Appenzell Ausserrhoden,50-59,6
2007,Appenzell Ausserrhoden,60-69,2
2007,Appenzell Ausserrhoden,70-79,0
2007,Appenzell Ausserrhoden,80-89,0
2007,Appenzell Innerrhoden,10-19,0
2007,Appenzell Innerrhoden,20-29,29
2007,Appenzell Innerrhoden,30-39,16
2007,Appenzell Innerrhoden,40-49,0
2007,Appenzell Innerrhoden,50-59,1
2007,Appenzell Innerrhoden,60-69,0
2007,Appenzell Innerrhoden,70-79,0
2007,Appenzell Innerrhoden,80-89,0
2007,Basel-Landschaft,10-19,1
2007,Basel-Landschaft,20-29,268
2007,Basel-Landschaft,30-39,342
2007,Basel-Landschaft,40-49,79
2007,Basel-Landschaft,50-59,28
2007,Basel-Landschaft,60-69,4
2007,Basel-Landschaft,70-79,0
2007,Basel-Landschaft,80-89,0
2007,Basel-Stadt,10-19,2
2007,Basel-Stadt,20-29,222
2007,Basel-Stadt,30-39,224
2007,Basel-Stadt,40-49,43
2007,Basel-Stadt,50-59,32
2007,Basel-Stadt,60-69,4
2007,Basel-Stadt,70-79,2
2007,Basel-Stadt,80-89,1
2007,Bern / Berne,10-19,12
2007,Bern / Berne,20-29,1112
2007,Bern / Berne,30-39,1197
2007,Bern / Berne,40-49,257
2007,Bern / Berne,50-59,95
2007,Bern / Berne,60-69,20
2007,Bern / Berne,70-79,6
2007,Bern / Berne,80-89,1
2007,Fribourg / Freiburg,10-19,2
2007,Fribourg / Freiburg,20-29,319
2007,Fribourg / Freiburg,30-39,336
2007,Fribourg / Freiburg,40-49,56
2007,Fribourg / Freiburg,50-59,23
2007,Fribourg / Freiburg,60-69,2
2007,Fribourg / Freiburg,70-79,0
2007,Fribourg / Freiburg,80-89,0
2007,Genève,10-19,3
2007,Genève,20-29,535
2007,Genève,30-39,590
2007,Genève,40-49,123
2007,Genève,50-59,51
2007,Genève,60-69,17
2007,Genève,70-79,2
2007,Genève,80-89,0
2007,Glarus,10-19,1
2007,Glarus,20-29,41
2007,Glarus,30-39,34
2007,Glarus,40-49,5
2007,Glarus,50-59,2
2007,Glarus,60-69,0
2007,Glarus,70-79,0
2007,Glarus,80-89,0
2007,Graubünden / Grigioni / Grischun,10-19,2
2007,Graubünden / Grigioni / Grischun,20-29,193
2007,Graubünden / Grigioni / Grischun,30-39,229
2007,Graubünden / Grigioni / Grischun,40-49,42
2007,Graubünden / Grigioni / Grischun,50-59,17
2007,Graubünden / Grigioni / Grischun,60-69,3
2007,Graubünden / Grigioni / Grischun,70-79,1
2007,Graubünden / Grigioni / Grischun,80-89,0
2007,Jura,10-19,0
2007,Jura,20-29,118
2007,Jura,30-39,60
2007,Jura,40-49,10
2007,Jura,50-59,7
2007,Jura,60-69,0
2007,Jura,70-79,0
2007,Jura,80-89,2
2007,Luzern,10-19,2
2007,Luzern,20-29,435
2007,Luzern,30-39,541
2007,Luzern,40-49,77
2007,Luzern,50-59,25
2007,Luzern,60-69,5
2007,Luzern,70-79,1
