Year,Canton,Age Group,marriages
1993,Ticino,80-89,0
1993,Uri,10-19,0
1993,Uri,20-29,107
1993,Uri,30-39,21
1993,Uri,40-49,7
1993,Uri,50-59,2
1993,Uri,60-69,0
1993,Uri,70-79,0
1993,Uri,80-89,0
1993,Valais / Wallis,10-19,1
1993,Valais / Wallis,20-29,819
1993,Valais / Wallis,30-39,174
1993,Valais / Wallis,40-49,21
1993,Valais / Wallis,50-59,6
1993,Valais / Wallis,60-69,5
1993,Valais / Wallis,70-79,0
1993,Valais / Wallis,80-89,0
1993,Vaud,10-19,4
1993,Vaud,20-29,1488
1993,Vaud,30-39,528
1993,Vaud,40-49,121
1993,Vaud,50-59,44
1993,Vaud,60-69,8
1993,Vaud,70-79,3
1993,Vaud,80-89,0
1993,Zug,10-19,1
1993,Zug,20-29,224
1993,Zug,30-39,103
1993,Zug,40-49,12
1993,Zug,50-59,5
1993,Zug,60-69,1
1993,Zug,70-79,0
1993,Zug,80-89,0
1993,Zürich,10-19,19
1993,Zürich,20-29,2680
1993,Zürich,30-39,1387
1993,Zürich,40-49,268
1993,Zürich,50-59,116
1993,Zürich,60-69,16
1993,Zürich,70-79,2
1993,Zürich,80-89,0
1994,Aargau,10-19,0
1994,Aargau,20-29,1083
1994,Aargau,30-39,568
1994,Aargau,40-49,113
1994,Aargau,50-59,30
1994,Aargau,60-69,5
1994,Aargau,70-79,0
1994,Aargau,80-89,0
1994,Appenzell Ausserrhoden,10-19,0
1994,Appenzell Ausserrhoden,20-29,131
1994,Appenzell Ausserrhoden,30-39,34
1994,Appenzell Ausserrhoden,40-49,6
1994,Appenzell Ausserrhoden,50-59,1
1994,Appenzell Ausserrhoden,60-69,0
1994,Appenzell Ausserrhoden,70-79,0
1994,Appenzell Ausserrhoden,80-89,0
1994,Appenzell Innerrhoden,10-19,0
1994,Appenzell Innerrhoden,20-29,43
1994,Appenzell Innerrhoden,30-39,6
1994,Appenzell Innerrhoden,40-49,1
1994,Appenzell Innerrhoden,50-59,1
1994,Appenzell Innerrhoden,60-69,0
1994,Appenzell Innerrhoden,70-79,0
1994,Appenzell Innerrhoden,80-89,0
1994,Basel-Landschaft,10-19,0
1994,Basel-Landschaft,20-29,564
1994,Basel-Landschaft,30-39,273
1994,Basel-Landschaft,40-49,53
1994,Basel-Landschaft,50-59,21
1994,Basel-Landschaft,60-69,2
1994,Basel-Landschaft,70-79,0
1994,Basel-Landschaft,80-89,0
1994,Basel-Stadt,10-19,0
1994,Basel-Stadt,20-29,302
1994,Basel-Stadt,30-39,208
1994,Basel-Stadt,40-49,52
1994,Basel-Stadt,50-59,16
1994,Basel-Stadt,60-69,4
1994,Basel-Stadt,70-79,2
1994,Basel-Stadt,80-89,0
1994,Bern / Berne,10-19,0
1994,Bern / Berne,20-29,2162
1994,Bern / Berne,30-39,963
1994,Bern / Berne,40-49,165
1994,Bern / Berne,50-59,61
1994,Bern / Berne,60-69,8
1994,Bern / Berne,70-79,2
1994,Bern / Berne,80-89,0
1994,Fribourg / Freiburg,10-19,0
1994,Fribourg / Freiburg,20-29,638
1994,Fribourg / Freiburg,30-39,168
1994,Fribourg / Freiburg,40-49,25
1994,Fribourg / Freiburg,50-59,9
1994,Fribourg / Freiburg,60-69,0
1994,Fribourg / Freiburg,70-79,0
1994,Fribourg / Freiburg,80-89,0
1994,Genève,10-19,0
1994,Genève,20-29,708
1994,Genève,30-39,372
1994,Genève,40-49,61
1994,Genève,50-59,34
1994,Genève,60-69,3
1994,Genève,70-79,1
1994,Genève,80-89,2
1994,Glarus,10-19,1
1994,Glarus,20-29,97
1994,Glarus,30-39,36
1994,Glarus,40-49,6
1994,Glarus,50-59,3
1994,Glarus,60-69,0
1994,Glarus,70-79,0
1994,Glarus,80-89,0
1994,Graubünden / Grigioni / Grischun,10-19,1
1994,Graubünden / Grigioni / Grischun,20-29,476
1994,Graubünden / Grigioni / Grischun,30-39,183
1994,Graubünden / Grigioni / Grischun,40-49,13
1994,Graubünden / Grigioni / Grischun,50-59,8
1994,Graubünden / Grigioni / Grischun,60-69,5
1994,Graubünden / Grigioni / Grischun,70-79,0
1994,Graubünden / Grigioni / Grischun,80-89,0
1994,Jura,10-19,0
1994,Jura,20-29,196
1994,Jura,30-39,35
1994,Jura,40-49,11
1994,Jura,50-59,3
1994,Jura,60-69,0
1994,Jura,70-79,0
1994,Jura,80-89,0
1994,Luzern,10-19,0
1994,Luzern,20-29,755
1994,Luzern,30-39,298
1994,Luzern,40-49,35
1994,Luzern,50-59,17
1994,Luzern,60-69,2
1994,Luzern,70-79,0
1994,Luzern,80-89,0
1994,Neuchâtel,10-19,1
1994,Neuchâtel,20-29,444
1994,Neuchâtel,30-39,121
1994,Neuchâtel,40-49,25
1994,Neuchâtel,50-59,14
1994,Neuchâtel,60-69,2
1994,Neuchâtel,70-79,0
1994,Neuchâtel,80-89,1
1994,Nidwalden,10-19,0
1994,Nidwalden,20-29,70
1994,Nidwalden,30-39,33
1994,Nidwalden,40-49,3
1994,Nidwalden,50-59,0
1994,Nidwalden,60-69,0
1994,Nidwalden,70-79,0
1994,Nidwalden,80-89,0
1994,Obwalden,10-19,0
1994,Obwalden,20-29,62
1994,Obwalden,30-39,28
1994,Obwalden,40-49,5
1994,Obwalden,50-59,1
1994,Obwalden,60-69,0
1994,Obwalden,70-79,0
1994,Obwalden,80-89,0
1994,Schaffhausen,10-19,1
1994,Schaffhausen,20-29,137
1994,Schaffhausen,30-39,79
1994,Schaffhausen,40-49,11
1994,Schaffhausen,50-59,5
1994,Schaffhausen,60-69,2
1994,Schaffhausen,70-79,1
1994,Schaffhausen,80-89,0
1994,Schwyz,10-19,0
1994,Schwyz,20-29,300
1994,Schwyz,30-39,120
1994,Schwyz,40-49,13
1994,Schwyz,50-59,5
1994,Schwyz,60-69,1
1994,Schwyz,70-79,0
1994,Schwyz,80-89,0
1994,Solothurn,10-19,1
1994,Solothurn,20-29,479
1994,Solothurn,30-39,214
1994,Solothurn,40-49,45
1994,Solothurn,50-59,15
1994,Solothurn,60-69,1
1994,Solothurn,70-79,0
1994,Solothurn,80-89,0
1994,St. Gallen,10-19,1
1994,St. Gallen,20-29,1100
1994,St. Gallen,30-39,359
1994,St. Gallen,40-49,53
1994,St. Gallen,50-59,28
1994,St. Gallen,60-69,3
1994,St. Gallen,70-79,0
1994,St. Gallen,80-89,1
1994,Thurgau,10-19,2
1994,Thurgau,20-29,488
1994,Thurgau,30-39,204
1994,Thurgau,40-49,36
1994,Thurgau,50-59,16
1994,Thurgau,60-69,2
1994,Thurgau,70-79,0
1994,Thurgau,80-89,1
1994,Ticino,10-19,0
1994,Ticino,20-29,555
1994,Ticino,30-39,283
1994,Ticino,40-49,37
1994,Ticino,50-59,21
1994,Ticino,60-69,2
1994,Ticino,70-79,1
1994,Ticino,80-89,0
1994,Uri,10-19,1
1994,Uri,20-29,105
1994,Uri,30-39,25
1994,Uri,40-49,2
1994,Uri,50-59,0
1994,Uri,60-69,1
1994,Uri,70-79,0
1994,Uri,80-89,0
1994,Valais / Wallis,10-19,1
1994,Valais / Wallis,20-29,770
1994,Valais / Wallis,30-39,177
1994,Valais / Wallis,40-49,34
1994,Valais / Wallis,50-59,7
1994,Valais / Wallis,60-69,0
1994,Valais / Wallis,70-79,2
1994,Valais / Wallis,80-89,0
1994,Vaud,10-19,4
1994,Vaud,20-29,1350
1994,Vaud,30-39,566
1994,Vaud,40-49,130
1994,Vaud,50-59,54
1994,Vaud,60-69,6
1994,Vaud,70-79,3
1994,Vaud,80-89,0
1994,Zug,10-19,1
1994,Zug,20-29,215
1994,Zug,30-39,146
1994,Zug,40-49,19
1994,Zug,50-59,10
1994,Zug,60-69,1
1994,Zug,70-79,0
1994,Zug,80-89,0
1994,Zürich,10-19,30
1994,Zürich,20-29,2511
1994,Zürich,30-39,1532
1994,Zürich,40-49,257
1994,Zürich,50-59,126
1994,Zürich,60-69,14
1994,Zürich,70-79,8
1994,Zürich,80-89,1
1995,Aargau,10-19,1
1995,Aargau,20-29,1054
1995,Aargau,30-39,583
1995,Aargau,40-49,88
1995,Aargau,50-59,38
1995,Aargau,60-69,2
1995,Aargau,70-79,1
1995,Aargau,80-89,0
1995,Appenzell Ausserrhoden,10-19,0
1995,Appenzell Ausserrhoden,20-29,127
1995,Appenzell Ausserrhoden,30-39,39
1995,Appenzell Ausserrhoden,40-49,7
1995,Appenzell Ausserrhoden,50-59,2
1995,Appenzell Ausserrhoden,60-69,1
1995,Appenzell Ausserrhoden,70-79,0
1995,Appenzell Ausserrhoden,80-89,0
1995,Appenzell Innerrhoden,10-19,0
1995,Appenzell Innerrhoden,20-29,38
1995,Appenzell Innerrhoden,30-39,6
1995,Appenzell Innerrhoden,40-49,0
1995,Appenzell Innerrhoden,50-59,1
1995,Appenzell Innerrhoden,60-69,1
1995,Appenzell Innerrhoden,70-79,0
1995,Appenzell Innerrhoden,80-89,0
1995,Basel-Landschaft,10-19,2
1995,Basel-Landschaft,20-29,477
1995,Basel-Landschaft,30-39,260
1995,Basel-Landschaft,40-49,69
1995,Basel-Landschaft,50-59,26
1995,Basel-Landschaft,60-69,4
1995,Basel-Landschaft,70-79,0
1995,Basel-Landschaft,80-89,0
1995,Basel-Stadt,10-19,2
1995,Basel-Stadt,20-29,274
1995,Basel-Stadt,30-39,228
1995,Basel-Stadt,40-49,30
1995,Basel-Stadt,50-59,16
1995,Basel-Stadt,60-69,2
1995,Basel-Stadt,70-79,0
1995,Basel-Stadt,80-89,0
1995,Bern / Berne,10-19,0
1995,Bern / Berne,20-29,1920
1995,Bern / Berne,30-39,946
1995,Bern / Berne,40-49,164
1995,Bern / Berne,50-59,73
1995,Bern / Berne,60-69,10
1995,Bern / Berne,70-79,3
1995,Bern / Berne,80-89,0
1995,Fribourg / Freiburg,10-19,1
1995,Fribourg / Freiburg,20-29,578
1995,Fribourg / Freiburg,30-39,191
1995,Fribourg / Freiburg,40-49,31
1995,Fribourg / Freiburg,50-59,14
1995,Fribourg / Freiburg,60-69,0
1995,Fribourg / Freiburg,70-79,0
1995,Fribourg / Freiburg,80-89,0
1995,Genève,10-19,2
1995,Genève,20-29,677
1995,Genève,30-39,454
1995,Genève,40-49,78
1995,Genève,50-59,39
1995,Genève,60-69,4
1995,Genève,70-79,3
1995,Genève,80-89,0
1995,Glarus,10-19,0
1995,Glarus,20-29,77
1995,Glarus,30-39,24
1995,Glarus,40-49,7
1995,Glarus,50-59,1
1995,Glarus,60-69,0
1995,Glarus,70-79,0
1995,Glarus,80-89,0
1995,Graubünden / Grigioni / Grischun,10-19,1
1995,Graubünden / Grigioni / Grischun,20-29,442
1995,Graubünden / Grigioni / Grischun,30-39,180
1995,Graubünden / Grigioni / Grischun,40-49,21
1995,Graubünden / Grigioni / Grischun,50-59,8
1995,Graubünden / Grigioni / Grischun,60-69,0
1995,Graubünden / Grigioni / Grischun,70-79,0
1995,Graubünden / Grigioni / Grischun,80-89,0
1995,Jura,10-19,0
1995,Jura,20-29,201
1995,Jura,30-39,49
1995,Jura,40-49,7
1995,Jura,50-59,1
1995,Jura,60-69,1
1995,Jura,70-79,0
1995,Jura,80-89,0
1995,Luzern,10-19,2
1995,Luzern,20-29,729
1995,Luzern,30-39,330
1995,Luzern,40-49,35
1995,Luzern,50-59,18
1995,Luzern,60-69,2
1995,Luzern,70-79,0
1995,Luzern,80-89,0
1995,Neuchâtel,10-19,0
1995,Neuchâtel,20-29,372
1995,Neuchâtel,30-39,135
1995,Neuchâtel,40-49,23
1995,Neuchâtel,50-59,15
1995,Neuchâtel,60-69,1
1995,Neuchâtel,70-79,0
1995,Neuchâtel,80-89,0
1995,Nidwalden,10-19,0
1995,Nidwalden,20-29,84
1995,Nidwalden,30-39,54
1995,Nidwalden,40-49,5
1995,Nidwalden,50-59,2
1995,Nidwalden,60-69,0
1995,Nidwalden,70-79,0
1995,Nidwalden,80-89,0
1995,Obwalden,10-19,0
1995,Obwalden,20-29,69
1995,Obwalden,30-39,32
1995,Obwalden,40-49,1
1995,Obwalden,50-59,0
1995,Obwalden,60-69,0
1995,Obwalden,70-79,0
1995,Obwalden,80-89,0
1995,Schaffhausen,10-19,0
1995,Schaffhausen,20-29,116
1995,Schaffhausen,30-39,68
1995,Schaffhausen,40-49,10
1995,Schaffhausen,50-59,3
1995,Schaffhausen,60-69,1
1995,Schaffhausen,70-79,0
1995,Schaffhausen,80-89,0
1995,Schwyz,10-19,0
1995,Schwyz,20-29,306
1995,Schwyz,30-39,118
1995,Schwyz,40-49,18
1995,Schwyz,50-59,4
1995,Schwyz,60-69,0
1995,Schwyz,70-79,0
1995,Schwyz,80-89,0
1995,Solothurn,10-19,0
1995,Solothurn,20-29,484
1995,Solothurn,30-39,232
1995,Solothurn,40-49,44
1995,Solothurn,50-59,24
1995,Solothurn,60-69,3
1995,Solothurn,70-79,0
1995,Solothurn,80-89,0
1995,St. Gallen,10-19,2
1995,St. Gallen,20-29,922
1995,St. Gallen,30-39,350
1995,St. Gallen,40-49,61
1995,St. Gallen,50-59,21
1995,St. Gallen,60-69,1
1995,St. Gallen,70-79,1
1995,St. Gallen,80-89,0
1995,Thurgau,10-19,0
1995,Thurgau,20-29,486
1995,Thurgau,30-39,185
1995,Thurgau,40-49,27
1995,Thurgau,50-59,22
1995,Thurgau,60-69,2
1995,Thurgau,70-79,1
1995,Thurgau,80-89,0
1995,Ticino,10-19,1
1995,Ticino,20-29,528
1995,Ticino,30-39,277
1995,Ticino,40-49,39
1995,Ticino,50-59,21
1995,Ticino,60-69,1
1995,Ticino,70-79,2
1995,Ticino,80-89,0
1995,Uri,10-19,0
1995,Uri,20-29,78
1995,Uri,30-39,31
1995,Uri,40-49,7
1995,Uri,50-59,3
1995,Uri,60-69,0
1995,Uri,70-79,0
1995,Uri,80-89,0
1995,Valais / Wallis,10-19,1
1995,Valais / Wallis,20-29,730
1995,Valais / Wallis,30-39,228
1995,Valais / Wallis,40-49,25
1995,Valais / Wallis,50-59,13
1995,Valais / Wallis,60-69,0
1995,Valais / Wallis,70-79,0
1995,Valais / Wallis,80-89,0
1995,Vaud,10-19,5
1995,Vaud,20-29,1269
1995,Vaud,30-39,618
1995,Vaud,40-49,136
1995,Vaud,50-59,39
1995,Vaud,60-69,8
1995,Vaud,70-79,2
1995,Vaud,80-89,0
1995,Zug,10-19,0
1995,Zug,20-29,167
1995,Zug,30-39,141
1995,Zug,40-49,17
1995,Zug,50-59,6
1995,Zug,60-69,0
1995,Zug,70-79,1
1995,Zug,80-89,0
1995,Zürich,10-19,20
1995,Zürich,20-29,2056
1995,Zürich,30-39,1556
1995,Zürich,40-49,274
1995,Zürich,50-59,119
1995,Zürich,60-69,14
1995,Zürich,70-79,4
1995,Zürich,80-89,1
1996,Aargau,10-19,1
1996,Aargau,20-29,1051
1996,Aargau,30-39,589
1996,Aargau,40-49,95
1996,Aargau,50-59,43
1996,Aargau,60-69,5
1996,Aargau,70-79,0
1996,Aargau,80-89,0
1996,Appenzell Ausserrhoden,10-19,0
1996,Appenzell Ausserrhoden,20-29,98
1996,Appenzell Ausserrhoden,30-39,48
1996,Appenzell Ausserrhoden,40-49,4
1996,Appenzell Ausserrhoden,50-59,2
1996,Appenzell Ausserrhoden,60-69,0
1996,Appenzell Ausserrhoden,70-79,1
1996,Appenzell Ausserrhoden,80-89,0
1996,Appenzell Innerrhoden,10-19,0
1996,Appenzell Innerrhoden,20-29,43
1996,Appenzell Innerrhoden,30-39,10
1996,Appenzell Innerrhoden,40-49,0
1996,Appenzell Innerrhoden,50-59,1
1996,Appenzell Innerrhoden,60-69,0
1996,Appenzell Innerrhoden,70-79,0
1996,Appenzell Innerrhoden,80-89,0
1996,Basel-Landschaft,10-19,1
1996,Basel-Landschaft,20-29,434
1996,Basel-Landschaft,30-39,297
1996,Basel-Landschaft,40-49,51
1996,Basel-Landschaft,50-59,28
1996,Basel-Landschaft,60-69,2
1996,Basel-Landschaft,70-79,0
1996,Basel-Landschaft,80-89,0
1996,Basel-Stadt,10-19,0
1996,Basel-Stadt,20-29,244
1996,Basel-Stadt,30-39,220
1996,Basel-Stadt,40-49,41
1996,Basel-Stadt,50-59,18
1996,Basel-Stadt,60-69,3
1996,Basel-Stadt,70-79,2
1996,Basel-Stadt,80-89,1
1996,Bern / Berne,10-19,4
1996,Bern / Berne,20-29,1821
1996,Bern / Berne,30-39,944
1996,Bern / Berne,40-49,168
1996,Bern / Berne,50-59,63
1996,Bern / Berne,60-69,6
1996,Bern / Berne,70-79,2
1996,Bern / Berne,80-89,0
1996,Fribourg / Freiburg,10-19,1
1996,Fribourg / Freiburg,20-29,586
1996,Fribourg / Freiburg,30-39,216
1996,Fribourg / Freiburg,40-49,44
1996,Fribourg / Freiburg,50-59,11
1996,Fribourg / Freiburg,60-69,1
1996,Fribourg / Freiburg,70-79,0
1996,Fribourg / Freiburg,80-89,0
1996,Genève,10-19,2
1996,Genève,20-29,634
1996,Genève,30-39,411
1996,Genève,40-49,86
1996,Genève,50-59,37
1996,Genève,60-69,12
1996,Genève,70-79,3
1996,Genève,80-89,0
1996,Glarus,10-19,0
1996,Glarus,20-29,70
1996,Glarus,30-39,36
1996,Glarus,40-49,2
1996,Glarus,50-59,4
1996,Glarus,60-69,1
1996,Glarus,70-79,0
1996,Glarus,80-89,0
1996,Graubünden / Grigioni / Grischun,10-19,0
1996,Graubünden / Grigioni / Grischun,20-29,396
1996,Graubünden / Grigioni / Grischun,30-39,189
1996,Graubünden / Grigioni / Grischun,40-49,21
1996,Graubünden / Grigioni / Grischun,50-59,10
1996,Graubünden / Grigioni / Grischun,60-69,0
1996,Graubünden / Grigioni / Grischun,70-79,0
1996,Graubünden / Grigioni / Grischun,80-89,0
1996,Jura,10-19,1
1996,Jura,20-29,186
1996,Jura,30-39,67
1996,Jura,40-49,5
1996,Jura,50-59,3
1996,Jura,60-69,1
1996,Jura,70-79,0
1996,Jura,80-89,0
1996,Luzern,10-19,2
1996,Luzern,20-29,603
1996,Luzern,30-39,351
1996,Luzern,40-49,38
1996,Luzern,50-59,16
1996,Luzern,60-69,2
1996,Luzern,70-79,0
1996,Luzern,80-89,0
1996,Neuchâtel,10-19,1
1996,Neuchâtel,20-29,392
1996,Neuchâtel,30-39,159
1996,Neuchâtel,40-49,28
1996,Neuchâtel,50-59,14
1996,Neuchâtel,60-69,2
1996,Neuchâtel,70-79,0
1996,Neuchâtel,80-89,1
1996,Nidwalden,10-19,0
1996,Nidwalden,20-29,80
1996,Nidwalden,30-39,49
1996,Nidwalden,40-49,7
1996,Nidwalden,50-59,4
1996,Nidwalden,60-69,0
1996,Nidwalden,70-79,0
1996,Nidwalden,80-89,0
1996,Obwalden,10-19,0
1996,Obwalden,20-29,54
1996,Obwalden,30-39,29
1996,Obwalden,40-49,2
1996,Obwalden,50-59,0
1996,Obwalden,60-69,0
1996,Obwalden,70-79,0
1996,Obwalden,80-89,0
1996,Schaffhausen,10-19,0
1996,Schaffhausen,20-29,145
1996,Schaffhausen,30-39,63
1996,Schaffhausen,40-49,23
1996,Schaffhausen,50-59,7
1996,Schaffhausen,60-69,0
1996,Schaffhausen,70-79,0
1996,Schaffhausen,80-89,0
1996,Schwyz,10-19,0
1996,Schwyz,20-29,275
1996,Schwyz,30-39,147
1996,Schwyz,40-49,18
1996,Schwyz,50-59,5
1996,Schwyz,60-69,0
1996,Schwyz,70-79,0
1996,Schwyz,80-89,0
1996,Solothurn,10-19,2
1996,Solothurn,20-29,462
1996,Solothurn,30-39,273
1996,Solothurn,40-49,33
1996,Solothurn,50-59,19
1996,Solothurn,60-69,2
1996,Solothurn,70-79,1
1996,Solothurn,80-89,1
1996,St. Gallen,10-19,3
1996,St. Gallen,20-29,928
1996,St. Gallen,30-39,361
1996,St. Gallen,40-49,52
1996,St. Gallen,50-59,26
1996,St. Gallen,60-69,10
1996,St. Gallen,70-79,0
1996,St. Gallen,80-89,1
1996,Thurgau,10-19,0
1996,Thurgau,20-29,415
1996,Thurgau,30-39,211
1996,Thurgau,40-49,33
1996,Thurgau,50-59,15
1996,Thurgau,60-69,0
1996,Thurgau,70-79,1
1996,Thurgau,80-89,0
1996,Ticino,10-19,1
1996,Ticino,20-29,474
1996,Ticino,30-39,287
1996,Ticino,40-49,32
1996,Ticino,50-59,18
1996,Ticino,60-69,3
1996,Ticino,70-79,0
1996,Ticino,80-89,0
1996,Uri,10-19,0
1996,Uri,20-29,78
1996,Uri,30-39,39
1996,Uri,40-49,12
1996,Uri,50-59,0
1996,Uri,60-69,0
1996,Uri,70-79,0
1996,Uri,80-89,0
1996,Valais / Wallis,10-19,1
1996,Valais / Wallis,20-29,648
1996,Valais / Wallis,30-39,234
1996,Valais / Wallis,40-49,38
1996,Valais / Wallis,50-59,6
1996,Valais / Wallis,60-69,1
1996,Valais / Wallis,70-79,1
1996,Valais / Wallis,80-89,0
1996,Vaud,10-19,5
1996,Vaud,20-29,1219
1996,Vaud,30-39,671
1996,Vaud,40-49,114
1996,Vaud,50-59,47
1996,Vaud,60-69,7
1996,Vaud,70-79,4
1996,Vaud,80-89,0
1996,Zug,10-19,0
1996,Zug,20-29,164
1996,Zug,30-39,147
1996,Zug,40-49,7
1996,Zug,50-59,4
1996,Zug,60-69,0
1996,Zug,70-79,1
1996,Zug,80-89,0
1996,Zürich,10-19,16
1996,Zürich,20-29,2044
1996,Zürich,30-39,1526
1996,Zürich,40-49,227
1996,Zürich,50-59,124
1996,Zürich,60-69,15
1996,Zürich,70-79,2
1996,Zürich,80-89,1
1997,Aargau,10-19,0
1997,Aargau,20-29,869
1997,Aargau,30-39,632
1997,Aargau,40-49,96
1997,Aargau,50-59,40
1997,Aargau,60-69,2
1997,Aargau,70-79,1
1997,Aargau,80-89,0
1997,Appenzell Ausserrhoden,10-19,0
1997,Appenzell Ausserrhoden,20-29,85
1997,Appenzell Ausserrhoden,30-39,48
1997,Appenzell Ausserrhoden,40-49,5
1997,Appenzell Ausserrhoden,50-59,6
1997,Appenzell Ausserrhoden,60-69,1
1997,Appenzell Ausserrhoden,70-79,0
1997,Appenzell Ausserrhoden,80-89,0
1997,Appenzell Innerrhoden,10-19,0
1997,Appenzell Innerrhoden,20-29,36
1997,Appenzell Innerrhoden,30-39,7
1997,Appenzell Innerrhoden,40-49,3
1997,Appenzell Innerrhoden,50-59,2
1997,Appenzell Innerrhoden,60-69,0
1997,Appenzell Innerrhoden,70-79,0
1997,Appenzell Innerrhoden,80-89,0
1997,Basel-Landschaft,10-19,0
1997,Basel-Landschaft,20-29,399
1997,Basel-Landschaft,30-39,299
1997,Basel-Landschaft,40-49,46
1997,Basel-Landschaft,50-59,34
1997,Basel-Landschaft,60-69,0
1997,Basel-Landschaft,70-79,0
1997,Basel-Landschaft,80-89,1
1997,Basel-Stadt,10-19,1
1997,Basel-Stadt,20-29,206
1997,Basel-Stadt,30-39,240
1997,Basel-Stadt,40-49,48
1997,Basel-Stadt,50-59,23
1997,Basel-Stadt,60-69,6
1997,Basel-Stadt,70-79,0
1997,Basel-Stadt,80-89,3
1997,Bern / Berne,10-19,6
1997,Bern / Berne,20-29,1591
1997,Bern / Berne,30-39,975
1997,Bern / Berne,40-49,128
1997,Bern / Berne,50-59,72
1997,Bern / Berne,60-69,6
1997,Bern / Berne,70-79,3
1997,Bern / Berne,80-89,0
1997,Fribourg / Freiburg,10-19,2
1997,Fribourg / Freiburg,20-29,502
1997,Fribourg / Freiburg,30-39,218
1997,Fribourg / Freiburg,40-49,25
1997,Fribourg / Freiburg,50-59,18
1997,Fribourg / Freiburg,60-69,3
1997,Fribourg / Freiburg,70-79,0
1997,Fribourg / Freiburg,80-89,1
1997,Genève,10-19,1
1997,Genève,20-29,609
1997,Genève,30-39,454
1997,Genève,40-49,70
1997,Genève,50-59,49
1997,Genève,60-69,4
1997,Genève,70-79,0
1997,Genève,80-89,0
1997,Glarus,10-19,0
1997,Glarus,20-29,60
1997,Glarus,30-39,29
1997,Glarus,40-49,4
1997,Glarus,50-59,1
1997,Glarus,60-69,1
1997,Glarus,70-79,0
1997,Glarus,80-89,0
1997,Graubünden / Grigioni / Grischun,10-19,1
1997,Graubünden / Grigioni / Grischun,20-29,333
1997,Graubünden / Grigioni / Grischun,30-39,213
1997,Graubünden / Grigioni / Grischun,40-49,26
1997,Graubünden / Grigioni / Grischun,50-59,15
1997,Graubünden / Grigioni / Grischun,60-69,0
1997,Graubünden / Grigioni / Grischun,70-79,1
1997,Graubünden / Grigioni / Grischun,80-89,0
1997,Jura,10-19,0
1997,Jura,20-29,155
1997,Jura,30-39,56
1997,Jura,40-49,8
1997,Jura,50-59,0
1997,Jura,60-69,1
1997,Jura,70-79,0
1997,Jura,80-89,0
1997,Luzern,10-19,0
1997,Luzern,20-29,539
1997,Luzern,30-39,375
1997,Luzern,40-49,32
1997,Luzern,50-59,20
1997,Luzern,60-69,2
1997,Luzern,70-79,1
1997,Luzern,80-89,0
1997,Neuchâtel,10-19,1
1997,Neuchâtel,20-29,384
1997,Neuchâtel,30-39,166
1997,Neuchâtel,40-49,24
1997,Neuchâtel,50-59,17
1997,Neuchâtel,60-69,2
1997,Neuchâtel,70-79,2
1997,Neuchâtel,80-89,0
1997,Nidwalden,10-19,0
1997,Nidwalden,20-29,56
1997,Nidwalden,30-39,53
1997,Nidwalden,40-49,6
1997,Nidwalden,50-59,3
1997,Nidwalden,60-69,0
1997,Nidwalden,70-79,0
1997,Nidwalden,80-89,0
1997,Obwalden,10-19,0
1997,Obwalden,20-29,57
1997,Obwalden,30-39,36
1997,Obwalden,40-49,3
1997,Obwalden,50-59,2
1997,Obwalden,60-69,0
1997,Obwalden,70-79,0
1997,Obwalden,80-89,0
1997,Schaffhausen,10-19,0
1997,Schaffhausen,20-29,113
1997,Schaffhausen,30-39,56
1997,Schaffhausen,40-49,15
1997,Schaffhausen,50-59,6
1997,Schaffhausen,60-69,1
1997,Schaffhausen,70-79,0
1997,Schaffhausen,80-89,0
1997,Schwyz,10-19,0
1997,Schwyz,20-29,252
1997,Schwyz,30-39,121
1997,Schwyz,40-49,16
1997,Schwyz,50-59,3
1997,Schwyz,60-69,0
1997,Schwyz,70-79,0
1997,Schwyz,80-89,0
1997,Solothurn,10-19,1
1997,Solothurn,20-29,430
1997,Solothurn,30-39,264
1997,Solothurn,40-49,44
1997,Solothurn,50-59,24
1997,Solothurn,60-69,5
1997,Solothurn,70-79,1
1997,Solothurn,80-89,0
1997,St. Gallen,10-19,1
1997,St. Gallen,20-29,806
1997,St. Gallen,30-39,360
1997,St. Gallen,40-49,48
1997,St. Gallen,50-59,34
1997,St. Gallen,60-69,7
1997,St. Gallen,70-79,0
1997,St. Gallen,80-89,0
1997,Thurgau,10-19,1
1997,Thurgau,20-29,377
1997,Thurgau,30-39,176
1997,Thurgau,40-49,28
1997,Thurgau,50-59,20
1997,Thurgau,60-69,3
1997,Thurgau,70-79,0
1997,Thurgau,80-89,0
1997,Ticino,10-19,0
1997,Ticino,20-29,403
1997,Ticino,30-39,276
1997,Ticino,40-49,33
1997,Ticino,50-59,20
1997,Ticino,60-69,3
1997,Ticino,70-79,1
1997,Ticino,80-89,0
1997,Uri,10-19,0
1997,Uri,20-29,72
1997,Uri,30-39,32
1997,Uri,40-49,8
1997,Uri,50-59,1
1997,Uri,60-69,0
1997,Uri,70-79,0
1997,Uri,80-89,0
1997,Valais / Wallis,10-19,1
1997,Valais / Wallis,20-29,608
1997,Valais / Wallis,30-39,223
1997,Valais / Wallis,40-49,33
1997,Valais / Wallis,50-59,17
1997,Valais / Wallis,60-69,0
1997,Valais / Wallis,70-79,0
1997,Valais / Wallis,80-89,0
1997,Vaud,10-19,7
1997,Vaud,20-29,1216
1997,Vaud,30-39,707
1997,Vaud,40-49,110
